F_total,P_total,aggregated_report,candidate_count,condition_candidate_count,edge_candidate_count,fault_category,fault_kind,mutant_id,operator,primary_file,primary_line,reason,scoring_strategy,sfl_formula,status,strategy,subject,top1_budget,top1_sfl_hit,top1_sfl_region_lines,top1_unified_hit,top1_unified_region_lines,top2_budget,top2_sfl_hit,top2_sfl_region_lines,top2_unified_hit,top2_unified_region_lines,top3_budget,top3_sfl_hit,top3_sfl_region_lines,top3_unified_hit,top3_unified_region_lines,top4_budget,top4_sfl_hit,top4_sfl_region_lines,top4_unified_hit,top4_unified_region_lines,top5_budget,top5_sfl_hit,top5_sfl_region_lines,top5_unified_hit,top5_unified_region_lines,top_unified_items
27,4,/Users/jiazedong/WorkSpace/ZedResearch/CSC_EXT/project/CSC_EXPANDED/experiments/EX_CSC_dataset/folded_fault_localization/fl_combined_3exp_144tasks/artifacts/FL-060701-EX_CSC_dataset/WaterBillCaculator_M2/cct_folded_localization_aggregated.json,8,4,4,condition,control-flow,WaterBillCaculator_M2,ROR,WaterBillCaculator/WaterBillCaculator_M2.java,9,,coverage_x_purity,ochiai,evaluated,experimental.unified_folded_source_candidate,WaterBillCaculator,2,False,"[11, 12]",False,"[14, 16]",3,True,"[9, 11, 12]",False,"[11, 14, 16]",4,True,"[9, 10, 11, 12]",True,"[9, 11, 14, 16]",5,True,"[9, 10, 11, 12, 16]",True,"[9, 10, 11, 14, 16]",6,True,"[8, 9, 10, 11, 12, 16]",True,"[9, 10, 11, 12, 14, 16]","[{'kind': 'edge_partition', 'source_file': 'WaterBillCaculator/WaterBillCaculator_M2.java', 'from_line': 11, 'from_condition': 'n < 10', 'outcome': 'false', 'to_line': 8, 'to_condition': 'n > 0', 'region_lines': [14, 16], 'region_size': 2, 'risk_score': 0.9629629629629629, 'base_risk_score': 0.9629629629629629, 'pass_count': 0, 'fail_count': 26, 'support_count': 2, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 1}, {'kind': 'condition', 'source_file': 'WaterBillCaculator/WaterBillCaculator_M2.java', 'line': 11, 'condition': 'n < 10', 'region_lines': [11], 'region_size': 1, 'risk_score': 0.9629629629629629, 'pass_count': 0, 'fail_count': 26, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 2}, {'kind': 'condition', 'source_file': 'WaterBillCaculator/WaterBillCaculator_M2.java', 'line': 9, 'condition': 'n <= 3', 'region_lines': [9], 'region_size': 1, 'risk_score': 0.9310344827586207, 'pass_count': 2, 'fail_count': 27, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 3}, {'kind': 'edge_partition', 'source_file': 'WaterBillCaculator/WaterBillCaculator_M2.java', 'from_line': 9, 'from_condition': 'n <= 3', 'outcome': 'true', 'to_line': 8, 'to_condition': 'n > 0', 'region_lines': [10, 16], 'region_size': 2, 'risk_score': 0.9310344827586207, 'base_risk_score': 0.9310344827586207, 'pass_count': 2, 'fail_count': 27, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 4}, {'kind': 'edge_partition', 'source_file': 'WaterBillCaculator/WaterBillCaculator_M2.java', 'from_line': 11, 'from_condition': 'n < 10', 'outcome': 'true', 'to_line': 8, 'to_condition': 'n > 0', 'region_lines': [12, 16], 'region_size': 2, 'risk_score': 0.9259259259259259, 'base_risk_score': 0.9259259259259259, 'pass_count': 0, 'fail_count': 25, 'support_count': 2, 'best_raw_rank': 3, 'original_rank': 3, 'rank': 5}]"
20,11,/Users/jiazedong/WorkSpace/ZedResearch/CSC_EXT/project/CSC_EXPANDED/experiments/EX_CSC_dataset/folded_fault_localization/fl_combined_3exp_144tasks/artifacts/FL-060701-EX_CSC_dataset/WaterBillCaculator_M3/cct_folded_localization_aggregated.json,8,4,4,condition,control-flow,WaterBillCaculator_M3,ROR,WaterBillCaculator/WaterBillCaculator_M3.java,11,,coverage_x_purity,ochiai,evaluated,experimental.unified_folded_source_candidate,WaterBillCaculator,2,True,"[11, 14]",False,"[14, 16]",3,True,"[11, 12, 14]",False,"[12, 14, 16]",4,True,"[9, 11, 12, 14]",True,"[11, 12, 14, 16]",5,True,"[9, 10, 11, 12, 14]",True,"[9, 11, 12, 14, 16]",6,True,"[9, 10, 11, 12, 14, 16]",True,"[9, 10, 11, 12, 14, 16]","[{'kind': 'edge_partition', 'source_file': 'WaterBillCaculator/WaterBillCaculator_M3.java', 'from_line': 11, 'from_condition': 'n <= 10', 'outcome': 'false', 'to_line': 8, 'to_condition': 'n > 0', 'region_lines': [14, 16], 'region_size': 2, 'risk_score': 0.95, 'base_risk_score': 0.95, 'pass_count': 7, 'fail_count': 20, 'support_count': 2, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 1}, {'kind': 'edge_partition', 'source_file': 'WaterBillCaculator/WaterBillCaculator_M3.java', 'from_line': 11, 'from_condition': 'n <= 10', 'outcome': 'true', 'to_line': 8, 'to_condition': 'n > 0', 'region_lines': [12, 16], 'region_size': 2, 'risk_score': 0.7692307692307693, 'base_risk_score': 0.7692307692307693, 'pass_count': 7, 'fail_count': 20, 'support_count': 2, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 2}, {'kind': 'condition', 'source_file': 'WaterBillCaculator/WaterBillCaculator_M3.java', 'line': 11, 'condition': 'n <= 10', 'region_lines': [11], 'region_size': 1, 'risk_score': 0.7407407407407407, 'pass_count': 7, 'fail_count': 20, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 3}, {'kind': 'condition', 'source_file': 'WaterBillCaculator/WaterBillCaculator_M3.java', 'line': 9, 'condition': 'n < 3', 'region_lines': [9], 'region_size': 1, 'risk_score': 0.6896551724137931, 'pass_count': 9, 'fail_count': 20, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 4}, {'kind': 'edge_partition', 'source_file': 'WaterBillCaculator/WaterBillCaculator_M3.java', 'from_line': 9, 'from_condition': 'n < 3', 'outcome': 'true', 'to_line': 8, 'to_condition': 'n > 0', 'region_lines': [10, 16], 'region_size': 2, 'risk_score': 0.6896551724137931, 'base_risk_score': 0.6896551724137931, 'pass_count': 9, 'fail_count': 20, 'support_count': 1, 'best_raw_rank': 5, 'original_rank': 3, 'rank': 5}]"
29,2,/Users/jiazedong/WorkSpace/ZedResearch/CSC_EXT/project/CSC_EXPANDED/experiments/EX_CSC_dataset/folded_fault_localization/fl_combined_3exp_144tasks/artifacts/FL-060701-EX_CSC_dataset/WaterBillCaculator_M4/cct_folded_localization_aggregated.json,8,4,4,statement,data-flow,WaterBillCaculator_M4,CR,WaterBillCaculator/WaterBillCaculator_M4.java,10,,coverage_x_purity,ochiai,evaluated,experimental.unified_folded_source_candidate,WaterBillCaculator,1,False,[9],False,[9],3,True,"[9, 10, 16]",True,"[9, 10, 16]",4,True,"[8, 9, 10, 16]",True,"[8, 9, 10, 16]",5,True,"[3, 8, 9, 10, 16]",True,"[8, 9, 10, 16, 19]",6,True,"[3, 4, 8, 9, 10, 16]",True,"[5, 8, 9, 10, 16, 19]","[{'kind': 'condition', 'source_file': 'WaterBillCaculator/WaterBillCaculator_M4.java', 'line': 9, 'condition': 'n < 3', 'region_lines': [9], 'region_size': 1, 'risk_score': 1.0, 'pass_count': 0, 'fail_count': 29, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 1}, {'kind': 'edge_partition', 'source_file': 'WaterBillCaculator/WaterBillCaculator_M4.java', 'from_line': 9, 'from_condition': 'n < 3', 'outcome': 'true', 'to_line': 8, 'to_condition': 'n > 0', 'region_lines': [10, 16], 'region_size': 2, 'risk_score': 1.0, 'base_risk_score': 1.0, 'pass_count': 0, 'fail_count': 29, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 2}, {'kind': 'condition', 'source_file': 'WaterBillCaculator/WaterBillCaculator_M4.java', 'line': 8, 'condition': 'n > 0', 'region_lines': [8], 'region_size': 1, 'risk_score': 0.9666666666666667, 'pass_count': 1, 'fail_count': 29, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 3}, {'kind': 'edge_partition', 'source_file': 'WaterBillCaculator/WaterBillCaculator_M4.java', 'from_line': 8, 'from_condition': 'n > 0', 'outcome': 'false', 'to_line': None, 'to_condition': None, 'region_lines': [19], 'region_size': 1, 'risk_score': 0.9666666666666667, 'base_risk_score': 0.9666666666666667, 'pass_count': 1, 'fail_count': 29, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 4}, {'kind': 'condition', 'source_file': 'WaterBillCaculator/WaterBillCaculator_M4.java', 'line': 5, 'condition': 'n >= 30', 'region_lines': [5], 'region_size': 1, 'risk_score': 0.9354838709677419, 'pass_count': 2, 'fail_count': 29, 'support_count': 1, 'best_raw_rank': 3, 'original_rank': 3, 'rank': 5}]"
27,4,/Users/jiazedong/WorkSpace/ZedResearch/CSC_EXT/project/CSC_EXPANDED/experiments/EX_CSC_dataset/folded_fault_localization/fl_combined_3exp_144tasks/artifacts/FL-060701-EX_CSC_dataset/WaterBillCaculator_M5/cct_folded_localization_aggregated.json,8,4,4,statement,data-flow,WaterBillCaculator_M5,CR,WaterBillCaculator/WaterBillCaculator_M5.java,12,,coverage_x_purity,ochiai,evaluated,experimental.unified_folded_source_candidate,WaterBillCaculator,2,True,"[11, 12]",False,"[14, 16]",3,True,"[9, 11, 12]",False,"[11, 14, 16]",4,True,"[9, 10, 11, 12]",True,"[11, 12, 14, 16]",5,True,"[9, 10, 11, 12, 16]",True,"[9, 11, 12, 14, 16]",6,True,"[8, 9, 10, 11, 12, 16]",True,"[9, 10, 11, 12, 14, 16]","[{'kind': 'edge_partition', 'source_file': 'WaterBillCaculator/WaterBillCaculator_M5.java', 'from_line': 11, 'from_condition': 'n < 10', 'outcome': 'false', 'to_line': 8, 'to_condition': 'n > 0', 'region_lines': [14, 16], 'region_size': 2, 'risk_score': 1.0, 'base_risk_score': 1.0, 'pass_count': 0, 'fail_count': 27, 'support_count': 2, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 1}, {'kind': 'condition', 'source_file': 'WaterBillCaculator/WaterBillCaculator_M5.java', 'line': 11, 'condition': 'n < 10', 'region_lines': [11], 'region_size': 1, 'risk_score': 1.0, 'pass_count': 0, 'fail_count': 27, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 2}, {'kind': 'edge_partition', 'source_file': 'WaterBillCaculator/WaterBillCaculator_M5.java', 'from_line': 11, 'from_condition': 'n < 10', 'outcome': 'true', 'to_line': 8, 'to_condition': 'n > 0', 'region_lines': [12, 16], 'region_size': 2, 'risk_score': 0.9629629629629629, 'base_risk_score': 0.9629629629629629, 'pass_count': 0, 'fail_count': 26, 'support_count': 2, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 3}, {'kind': 'condition', 'source_file': 'WaterBillCaculator/WaterBillCaculator_M5.java', 'line': 9, 'condition': 'n < 3', 'region_lines': [9], 'region_size': 1, 'risk_score': 0.9310344827586207, 'pass_count': 2, 'fail_count': 27, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 4}, {'kind': 'edge_partition', 'source_file': 'WaterBillCaculator/WaterBillCaculator_M5.java', 'from_line': 9, 'from_condition': 'n < 3', 'outcome': 'true', 'to_line': 8, 'to_condition': 'n > 0', 'region_lines': [10, 16], 'region_size': 2, 'risk_score': 0.9310344827586207, 'base_risk_score': 0.9310344827586207, 'pass_count': 2, 'fail_count': 27, 'support_count': 1, 'best_raw_rank': 4, 'original_rank': 3, 'rank': 5}]"
25,2,/Users/jiazedong/WorkSpace/ZedResearch/CSC_EXT/project/CSC_EXPANDED/experiments/EX_CSC_dataset/folded_fault_localization/fl_combined_3exp_144tasks/artifacts/FL-060701-EX_CSC_dataset/WaterBillCaculator_M6/cct_folded_localization_aggregated.json,8,4,4,statement,data-flow,WaterBillCaculator_M6,SUR,WaterBillCaculator/WaterBillCaculator_M6.java,16,,coverage_x_purity,ochiai,evaluated,experimental.unified_folded_source_candidate,WaterBillCaculator,1,False,[9],False,[9],3,True,"[9, 10, 16]",True,"[9, 10, 16]",4,True,"[8, 9, 10, 16]",True,"[8, 9, 10, 16]",5,True,"[8, 9, 10, 11, 16]",True,"[8, 9, 10, 16, 19]",6,True,"[8, 9, 10, 11, 12, 16]",True,"[8, 9, 10, 14, 16, 19]","[{'kind': 'condition', 'source_file': 'WaterBillCaculator/WaterBillCaculator_M6.java', 'line': 9, 'condition': 'n < 3', 'region_lines': [9], 'region_size': 1, 'risk_score': 1.0, 'pass_count': 0, 'fail_count': 25, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 1}, {'kind': 'edge_partition', 'source_file': 'WaterBillCaculator/WaterBillCaculator_M6.java', 'from_line': 9, 'from_condition': 'n < 3', 'outcome': 'true', 'to_line': 8, 'to_condition': 'n > 0', 'region_lines': [10, 16], 'region_size': 2, 'risk_score': 1.0, 'base_risk_score': 1.0, 'pass_count': 0, 'fail_count': 25, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 2}, {'kind': 'condition', 'source_file': 'WaterBillCaculator/WaterBillCaculator_M6.java', 'line': 8, 'condition': 'n > 0', 'region_lines': [8], 'region_size': 1, 'risk_score': 0.9615384615384616, 'pass_count': 1, 'fail_count': 25, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 3}, {'kind': 'edge_partition', 'source_file': 'WaterBillCaculator/WaterBillCaculator_M6.java', 'from_line': 8, 'from_condition': 'n > 0', 'outcome': 'false', 'to_line': None, 'to_condition': None, 'region_lines': [19], 'region_size': 1, 'risk_score': 0.9615384615384616, 'base_risk_score': 0.9615384615384616, 'pass_count': 1, 'fail_count': 25, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 4}, {'kind': 'edge_partition', 'source_file': 'WaterBillCaculator/WaterBillCaculator_M6.java', 'from_line': 11, 'from_condition': 'n < 10', 'outcome': 'false', 'to_line': 8, 'to_condition': 'n > 0', 'region_lines': [14, 16], 'region_size': 2, 'risk_score': 0.96, 'base_risk_score': 0.96, 'pass_count': 0, 'fail_count': 24, 'support_count': 2, 'best_raw_rank': 3, 'original_rank': 3, 'rank': 5}]"
1,204,/Users/jiazedong/WorkSpace/ZedResearch/CSC_EXT/project/CSC_EXPANDED/experiments/EX_CSC_dataset/folded_fault_localization/fl_combined_3exp_144tasks/artifacts/FL-061001-EX_CSC_dataset/SubtractLoop_M1/cct_folded_localization_aggregated.json,2,1,1,condition,control-flow,SubtractLoop_M1,BOR,SubtractLoop/SubtractLoop_M1.java,3,,coverage_x_purity,ochiai,evaluated,experimental.unified_folded_source_candidate,SubtractLoop,1,False,[4],False,[4],2,True,"[3, 4]",True,"[3, 4]",2,True,"[3, 4]",True,"[3, 4]",2,True,"[3, 4]",True,"[3, 4]",2,True,"[3, 4]",True,"[3, 4]","[{'kind': 'edge_partition', 'source_file': 'SubtractLoop/SubtractLoop_M1.java', 'from_line': 3, 'from_condition': 'x > 100', 'outcome': 'true', 'to_line': None, 'to_condition': None, 'region_lines': [4], 'region_size': 1, 'risk_score': 0.5, 'base_risk_score': 0.5, 'pass_count': 1, 'fail_count': 1, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 1}, {'kind': 'condition', 'source_file': 'SubtractLoop/SubtractLoop_M1.java', 'line': 3, 'condition': 'x <= -100', 'region_lines': [3], 'region_size': 1, 'risk_score': 0.004878048780487805, 'pass_count': 204, 'fail_count': 1, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 2}]"
1,203,/Users/jiazedong/WorkSpace/ZedResearch/CSC_EXT/project/CSC_EXPANDED/experiments/EX_CSC_dataset/folded_fault_localization/fl_combined_3exp_144tasks/artifacts/FL-061001-EX_CSC_dataset/SubtractLoop_M2/cct_folded_localization_aggregated.json,5,4,1,condition,control-flow,SubtractLoop_M2,BOR,SubtractLoop/SubtractLoop_M2.java,6,,coverage_x_purity,ochiai,evaluated,experimental.unified_folded_source_candidate,SubtractLoop,1,False,[7],False,[7],2,True,"[6, 7]",True,"[6, 7]",2,True,"[6, 7]",True,"[6, 7]",3,True,"[3, 6, 7]",True,"[3, 6, 7]",3,True,"[3, 6, 7]",True,"[3, 6, 7]","[{'kind': 'edge_partition', 'source_file': 'SubtractLoop/SubtractLoop_M2.java', 'from_line': 6, 'from_condition': 'y >= 100', 'outcome': 'true', 'to_line': None, 'to_condition': None, 'region_lines': [7], 'region_size': 1, 'risk_score': 0.5, 'base_risk_score': 0.5, 'pass_count': 1, 'fail_count': 1, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 1}, {'kind': 'condition', 'source_file': 'SubtractLoop/SubtractLoop_M2.java', 'line': 6, 'condition': 'y >= 100', 'region_lines': [6], 'region_size': 1, 'risk_score': 0.004975124378109453, 'pass_count': 200, 'fail_count': 1, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 2}, {'kind': 'condition', 'source_file': 'SubtractLoop/SubtractLoop_M2.java', 'line': 6, 'condition': 'y < -100', 'region_lines': [6], 'region_size': 1, 'risk_score': 0.0049504950495049506, 'pass_count': 201, 'fail_count': 1, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 3}, {'kind': 'condition', 'source_file': 'SubtractLoop/SubtractLoop_M2.java', 'line': 3, 'condition': 'x > 100', 'region_lines': [3], 'region_size': 1, 'risk_score': 0.0049261083743842365, 'pass_count': 202, 'fail_count': 1, 'support_count': 1, 'best_raw_rank': 3, 'original_rank': 3, 'rank': 4}, {'kind': 'condition', 'source_file': 'SubtractLoop/SubtractLoop_M2.java', 'line': 3, 'condition': 'x < -100', 'region_lines': [3], 'region_size': 1, 'risk_score': 0.004901960784313725, 'pass_count': 203, 'fail_count': 1, 'support_count': 1, 'best_raw_rank': 4, 'original_rank': 4, 'rank': 5}]"
0,205,/Users/jiazedong/WorkSpace/ZedResearch/CSC_EXT/project/CSC_EXPANDED/experiments/EX_CSC_dataset/folded_fault_localization/fl_combined_3exp_144tasks/artifacts/FL-061001-EX_CSC_dataset/SubtractLoop_M3/cct_folded_localization_aggregated.json,,,,condition,control-flow,SubtractLoop_M3,ROR,,,folded_row_not_evaluated,coverage_x_purity,,not_detected,,SubtractLoop,,,,,,,,,,,,,,,,,,,,,,,,,,
100,105,/Users/jiazedong/WorkSpace/ZedResearch/CSC_EXT/project/CSC_EXPANDED/experiments/EX_CSC_dataset/folded_fault_localization/fl_combined_3exp_144tasks/artifacts/FL-061001-EX_CSC_dataset/SubtractLoop_M4/cct_folded_localization_aggregated.json,10,6,4,statement,data-flow,SubtractLoop_M4,AOR,SubtractLoop/SubtractLoop_M4.java,14,,coverage_x_purity,ochiai,evaluated,experimental.unified_folded_source_candidate,SubtractLoop,1,False,[12],False,[12],2,False,"[12, 13]",False,"[12, 13]",4,True,"[12, 13, 14, 15]",True,"[12, 13, 14, 15]",5,True,"[10, 12, 13, 14, 15]",True,"[11, 12, 13, 14, 15]",6,True,"[10, 11, 12, 13, 14, 15]",True,"[10, 11, 12, 13, 14, 15]","[{'kind': 'edge_partition', 'source_file': 'SubtractLoop/SubtractLoop_M4.java', 'from_line': 11, 'from_condition': 'y > 0', 'outcome': 'true', 'to_line': 13, 'to_condition': 'n > 0', 'region_lines': [12], 'region_size': 1, 'risk_score': 1.0, 'base_risk_score': 1.0, 'pass_count': 0, 'fail_count': 100, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 1}, {'kind': 'condition', 'source_file': 'SubtractLoop/SubtractLoop_M4.java', 'line': 13, 'condition': 'n > 0', 'region_lines': [13], 'region_size': 1, 'risk_score': 1.0, 'pass_count': 0, 'fail_count': 100, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 2}, {'kind': 'edge_partition', 'source_file': 'SubtractLoop/SubtractLoop_M4.java', 'from_line': 13, 'from_condition': 'n > 0', 'outcome': 'true', 'to_line': 13, 'to_condition': 'n > 0', 'region_lines': [14, 15], 'region_size': 2, 'risk_score': 1.0, 'base_risk_score': 1.0, 'pass_count': 0, 'fail_count': 100, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 3}, {'kind': 'condition', 'source_file': 'SubtractLoop/SubtractLoop_M4.java', 'line': 11, 'condition': 'y > 0', 'region_lines': [11], 'region_size': 1, 'risk_score': 0.4975124378109453, 'pass_count': 101, 'fail_count': 100, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 4}, {'kind': 'edge_partition', 'source_file': 'SubtractLoop/SubtractLoop_M4.java', 'from_line': 6, 'from_condition': 'y > 100', 'outcome': 'false', 'to_line': 11, 'to_condition': 'y > 0', 'region_lines': [10], 'region_size': 1, 'risk_score': 0.4975124378109453, 'base_risk_score': 0.4975124378109453, 'pass_count': 101, 'fail_count': 100, 'support_count': 1, 'best_raw_rank': 3, 'original_rank': 3, 'rank': 5}]"
50,105,/Users/jiazedong/WorkSpace/ZedResearch/CSC_EXT/project/CSC_EXPANDED/experiments/EX_CSC_dataset/folded_fault_localization/fl_combined_3exp_144tasks/artifacts/FL-061001-EX_CSC_dataset/SubtractLoop_M5/cct_folded_localization_aggregated.json,10,6,4,statement,data-flow,SubtractLoop_M5,SUR,SubtractLoop/SubtractLoop_M5.java,15,,coverage_x_purity,ochiai,evaluated,experimental.unified_folded_source_candidate,SubtractLoop,1,False,[12],False,[12],2,False,"[12, 13]",False,"[12, 13]",4,True,"[12, 13, 14, 15]",True,"[12, 13, 14, 15]",5,True,"[10, 12, 13, 14, 15]",True,"[11, 12, 13, 14, 15]",6,True,"[10, 11, 12, 13, 14, 15]",True,"[10, 11, 12, 13, 14, 15]","[{'kind': 'edge_partition', 'source_file': 'SubtractLoop/SubtractLoop_M5.java', 'from_line': 11, 'from_condition': 'y > 0', 'outcome': 'true', 'to_line': 13, 'to_condition': 'n > 0', 'region_lines': [12], 'region_size': 1, 'risk_score': 1.0, 'base_risk_score': 1.0, 'pass_count': 0, 'fail_count': 50, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 1}, {'kind': 'condition', 'source_file': 'SubtractLoop/SubtractLoop_M5.java', 'line': 13, 'condition': 'n > 0', 'region_lines': [13], 'region_size': 1, 'risk_score': 1.0, 'pass_count': 0, 'fail_count': 50, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 2}, {'kind': 'edge_partition', 'source_file': 'SubtractLoop/SubtractLoop_M5.java', 'from_line': 13, 'from_condition': 'n > 0', 'outcome': 'true', 'to_line': 13, 'to_condition': 'n > 0', 'region_lines': [14, 15], 'region_size': 2, 'risk_score': 1.0, 'base_risk_score': 1.0, 'pass_count': 0, 'fail_count': 50, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 3}, {'kind': 'condition', 'source_file': 'SubtractLoop/SubtractLoop_M5.java', 'line': 11, 'condition': 'y > 0', 'region_lines': [11], 'region_size': 1, 'risk_score': 0.33112582781456956, 'pass_count': 101, 'fail_count': 50, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 4}, {'kind': 'edge_partition', 'source_file': 'SubtractLoop/SubtractLoop_M5.java', 'from_line': 6, 'from_condition': 'y > 100', 'outcome': 'false', 'to_line': 11, 'to_condition': 'y > 0', 'region_lines': [10], 'region_size': 1, 'risk_score': 0.33112582781456956, 'base_risk_score': 0.33112582781456956, 'pass_count': 101, 'fail_count': 50, 'support_count': 1, 'best_raw_rank': 3, 'original_rank': 3, 'rank': 5}]"
100,105,/Users/jiazedong/WorkSpace/ZedResearch/CSC_EXT/project/CSC_EXPANDED/experiments/EX_CSC_dataset/folded_fault_localization/fl_combined_3exp_144tasks/artifacts/FL-061001-EX_CSC_dataset/SubtractLoop_M6/cct_folded_localization_aggregated.json,10,6,4,statement,data-flow,SubtractLoop_M6,AOR,SubtractLoop/SubtractLoop_M6.java,20,,coverage_x_purity,ochiai,evaluated,experimental.unified_folded_source_candidate,SubtractLoop,2,True,"[20, 21]",True,"[20, 21]",3,True,"[18, 20, 21]",True,"[19, 20, 21]",4,True,"[18, 19, 20, 21]",True,"[18, 19, 20, 21]",5,True,"[10, 18, 19, 20, 21]",True,"[11, 18, 19, 20, 21]",6,True,"[10, 11, 18, 19, 20, 21]",True,"[10, 11, 18, 19, 20, 21]","[{'kind': 'edge_partition', 'source_file': 'SubtractLoop/SubtractLoop_M6.java', 'from_line': 19, 'from_condition': 'n > 0', 'outcome': 'true', 'to_line': 19, 'to_condition': 'n > 0', 'region_lines': [20, 21], 'region_size': 2, 'risk_score': 1.0, 'base_risk_score': 1.0, 'pass_count': 0, 'fail_count': 100, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 1}, {'kind': 'condition', 'source_file': 'SubtractLoop/SubtractLoop_M6.java', 'line': 19, 'condition': 'n > 0', 'region_lines': [19], 'region_size': 1, 'risk_score': 0.9900990099009901, 'pass_count': 1, 'fail_count': 100, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 2}, {'kind': 'edge_partition', 'source_file': 'SubtractLoop/SubtractLoop_M6.java', 'from_line': 11, 'from_condition': 'y > 0', 'outcome': 'false', 'to_line': 19, 'to_condition': 'n > 0', 'region_lines': [18], 'region_size': 1, 'risk_score': 0.9900990099009901, 'base_risk_score': 0.9900990099009901, 'pass_count': 1, 'fail_count': 100, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 3}, {'kind': 'condition', 'source_file': 'SubtractLoop/SubtractLoop_M6.java', 'line': 11, 'condition': 'y > 0', 'region_lines': [11], 'region_size': 1, 'risk_score': 0.4975124378109453, 'pass_count': 101, 'fail_count': 100, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 4}, {'kind': 'edge_partition', 'source_file': 'SubtractLoop/SubtractLoop_M6.java', 'from_line': 6, 'from_condition': 'y > 100', 'outcome': 'false', 'to_line': 11, 'to_condition': 'y > 0', 'region_lines': [10], 'region_size': 1, 'risk_score': 0.4975124378109453, 'base_risk_score': 0.4975124378109453, 'pass_count': 101, 'fail_count': 100, 'support_count': 1, 'best_raw_rank': 3, 'original_rank': 3, 'rank': 5}]"
