best_speedup,cct_nodes,class_name,e1,e2,e4,e8,max_depth,max_frontier_width,mean_frontier_width,role,s1,s2,s4,s8,speedup_8,subject,t1,t2,t4,t8,testcases
1.4038485159435274,1161,BoundedAbundantNumber,1.0,0.6422481349383913,0.3495331067578475,0.17548106449294093,52,15,4.454545454545454,min,1.0,1.2844962698767826,1.39813242703139,1.4038485159435274,1.4038485159435274,BoundedAbundantNumber,24.156539082992822,18.806235291995108,17.27771891700104,17.207368750008754,50
1.1363290577736713,3057,BoundedPrimeClassifier,1.0,0.5326588594008193,0.28034229874948796,0.14204113222170892,104,14,6.25,q1,1.0,1.0653177188016385,1.1213691949979518,1.1363290577736713,1.1363290577736713,BoundedPrimeClassifier,64.05473191698547,60.12735054199584,57.121893665986136,56.369879374979064,51
1.1868900422817643,2923,BoundedPerfectNumber,1.0,0.5604761789592725,0.2933993795669998,0.14836125528522054,102,20,7.285714285714286,median,1.0,1.120952357918545,1.1735975182679992,1.1868900422817643,1.1868900422817643,BoundedPerfectNumber,62.806959167006426,56.02999870898202,53.516608709003776,52.91725175001193,52
1.1875644607589073,225,BoundedPronicNumber,1.0,0.5937822303794537,0.29297541232593005,0.13526274471377528,106,33,7.428571428571429,q3,1.0,1.1875644607589073,1.1719016493037202,1.0821019577102022,1.0821019577102022,BoundedPronicNumber,21.15266016696114,17.811799583025277,18.04985954199219,19.547751499980222,53
1.759673533485447,1027,BoundedKrishnamurthyNumber,1.0,0.7172739793333025,0.411914048363282,0.21995919168568087,26,71,17.2,max,1.0,1.434547958666605,1.647656193453128,1.759673533485447,1.759673533485447,BoundedKrishnamurthyNumber,52.444900208036415,36.55848512501689,31.8300021669711,29.803767125005834,173
