completed,failed_or_timeout,fresh_generation_runs,mean_batch_verify_wall_time_s,mean_cct_nodes,mean_efficiency,mean_frontier_width,mean_max_depth,mean_max_frontier_width,mean_new_testcases,mean_speedup,mean_testcases,mean_time_per_testcase_s,mean_time_s,median_speedup,median_time_s,runs,workers
8,0,8,19.355125,1163.25,1.0,7.8742288961038955,55.375,24.5,68.75,1.0,68.75,0.58532264368629,35.08576672412164,1.0,27.447390124987578,8,1
8,0,8,12.430250000000001,1163.25,0.6735270128489289,7.8742288961038955,55.375,24.5,68.75,1.3470540256978578,68.75,0.48085138000467365,28.22151768236654,1.3595221142716938,19.423031791491667,8,2
8,0,8,10.361375,1163.25,0.3683152993753948,7.8742288961038955,55.375,24.5,68.75,1.4732611975015792,68.75,0.45258856743929404,26.296654505371407,1.4643852723120245,17.765939708508085,8,4
8,0,8,9.889625,1163.25,0.1863748957779073,7.8742288961038955,55.375,24.5,68.75,1.4909991662232585,68.75,0.452961630685012,26.178261567882146,1.3898728473676982,18.75354008350405,8,8
