status,mutant_id,subject,operator,fault_kind,fault_category,mutant_file,primary_file,primary_line,evaluation_report,duplicate_report_count,strategy,target_type,prediction_count,hit,best_rank,top1_hit,top3_hit,top5_hit,top10_hit,region_size_average,region_size_max,region_size_top1,region_size_hit,region_size_top1_average,region_size_top3_average,region_size_top5_average,region_size_top10_average,hit_item_region_size,cumulative_inspection_region_at_first_hit,inspection_region_top1,inspection_region_top3,inspection_region_top5,inspection_region_top10,hit_lines,notes,dataset_id,experiment_id,method_family,sfl_coverage_ratio,sfl_entities,sfl_failed_cases,sfl_passed_cases,sfl_test_cases,sfl_total_s,strategy_label
evaluated,ScoreNormalizer_M3,ScoreNormalizer,ROR,control-flow,condition,ScoreNormalizer/ScoreNormalizer_M3.java,ScoreNormalizer/ScoreNormalizer_M3.java,13,,,sfl.barinel,line,18,True,7,False,False,False,True,1,1,1,1,1,1,1,1,1,7,1,3,5,10,[13],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.6513,18,40,101,141,0.0454,SFL Barinel
evaluated,ScoreNormalizer_M3,ScoreNormalizer,ROR,control-flow,condition,ScoreNormalizer/ScoreNormalizer_M3.java,ScoreNormalizer/ScoreNormalizer_M3.java,13,,,sfl.op2,line,18,True,7,False,False,False,True,1,1,1,1,1,1,1,1,1,7,1,3,5,10,[13],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.6513,18,40,101,141,0.0454,SFL Op2
evaluated,ScoreNormalizer_M4,ScoreNormalizer,AOR,data-flow,statement,ScoreNormalizer/ScoreNormalizer_M4.java,ScoreNormalizer/ScoreNormalizer_M4.java,14,,,sfl.ochiai,line,18,True,1,True,True,True,True,1,1,1,1,1,1,1,1,1,1,1,3,5,10,[14],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.652,18,60,84,144,0.0488,SFL Ochiai
evaluated,ScoreNormalizer_M4,ScoreNormalizer,AOR,data-flow,statement,ScoreNormalizer/ScoreNormalizer_M4.java,ScoreNormalizer/ScoreNormalizer_M4.java,14,,,sfl.tarantula,line,18,True,1,True,True,True,True,1,1,1,1,1,1,1,1,1,1,1,3,5,10,[14],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.652,18,60,84,144,0.0488,SFL Tarantula
evaluated,ScoreNormalizer_M4,ScoreNormalizer,AOR,data-flow,statement,ScoreNormalizer/ScoreNormalizer_M4.java,ScoreNormalizer/ScoreNormalizer_M4.java,14,,,sfl.dstar,line,18,True,1,True,True,True,True,1,1,1,1,1,1,1,1,1,1,1,3,5,10,[14],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.652,18,60,84,144,0.0488,SFL DStar (e=2)
evaluated,ScoreNormalizer_M4,ScoreNormalizer,AOR,data-flow,statement,ScoreNormalizer/ScoreNormalizer_M4.java,ScoreNormalizer/ScoreNormalizer_M4.java,14,,,sfl.barinel,line,18,True,1,True,True,True,True,1,1,1,1,1,1,1,1,1,1,1,3,5,10,[14],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.652,18,60,84,144,0.0488,SFL Barinel
evaluated,ScoreNormalizer_M4,ScoreNormalizer,AOR,data-flow,statement,ScoreNormalizer/ScoreNormalizer_M4.java,ScoreNormalizer/ScoreNormalizer_M4.java,14,,,sfl.op2,line,18,True,1,True,True,True,True,1,1,1,1,1,1,1,1,1,1,1,3,5,10,[14],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.652,18,60,84,144,0.0488,SFL Op2
evaluated,ScoreNormalizer_M5,ScoreNormalizer,AOR,data-flow,statement,ScoreNormalizer/ScoreNormalizer_M5.java,ScoreNormalizer/ScoreNormalizer_M5.java,16,,,sfl.ochiai,line,18,True,1,True,True,True,True,1,1,1,1,1,1,1,1,1,1,1,3,5,10,[16],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.6504,18,26,107,133,0.0475,SFL Ochiai
evaluated,ScoreNormalizer_M5,ScoreNormalizer,AOR,data-flow,statement,ScoreNormalizer/ScoreNormalizer_M5.java,ScoreNormalizer/ScoreNormalizer_M5.java,16,,,sfl.tarantula,line,18,True,1,True,True,True,True,1,1,1,1,1,1,1,1,1,1,1,3,5,10,[16],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.6504,18,26,107,133,0.0475,SFL Tarantula
evaluated,ScoreNormalizer_M5,ScoreNormalizer,AOR,data-flow,statement,ScoreNormalizer/ScoreNormalizer_M5.java,ScoreNormalizer/ScoreNormalizer_M5.java,16,,,sfl.dstar,line,18,True,1,True,True,True,True,1,1,1,1,1,1,1,1,1,1,1,3,5,10,[16],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.6504,18,26,107,133,0.0475,SFL DStar (e=2)
evaluated,ScoreNormalizer_M5,ScoreNormalizer,AOR,data-flow,statement,ScoreNormalizer/ScoreNormalizer_M5.java,ScoreNormalizer/ScoreNormalizer_M5.java,16,,,sfl.barinel,line,18,True,1,True,True,True,True,1,1,1,1,1,1,1,1,1,1,1,3,5,10,[16],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.6504,18,26,107,133,0.0475,SFL Barinel
evaluated,ScoreNormalizer_M5,ScoreNormalizer,AOR,data-flow,statement,ScoreNormalizer/ScoreNormalizer_M5.java,ScoreNormalizer/ScoreNormalizer_M5.java,16,,,sfl.op2,line,18,True,1,True,True,True,True,1,1,1,1,1,1,1,1,1,1,1,3,5,10,[16],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.6504,18,26,107,133,0.0475,SFL Op2
evaluated,ScoreNormalizer_M6,ScoreNormalizer,SUR,data-flow,statement,ScoreNormalizer/ScoreNormalizer_M6.java,ScoreNormalizer/ScoreNormalizer_M6.java,18,,,sfl.ochiai,line,18,True,7,False,False,False,True,1,1,1,1,1,1,1,1,1,7,1,3,5,10,[18],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.6415,18,48,36,84,0.0224,SFL Ochiai
evaluated,ScoreNormalizer_M6,ScoreNormalizer,SUR,data-flow,statement,ScoreNormalizer/ScoreNormalizer_M6.java,ScoreNormalizer/ScoreNormalizer_M6.java,18,,,sfl.tarantula,line,18,True,8,False,False,False,True,1,1,1,1,1,1,1,1,1,8,1,3,5,10,[18],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.6415,18,48,36,84,0.0224,SFL Tarantula
evaluated,ScoreNormalizer_M6,ScoreNormalizer,SUR,data-flow,statement,ScoreNormalizer/ScoreNormalizer_M6.java,ScoreNormalizer/ScoreNormalizer_M6.java,18,,,sfl.dstar,line,18,True,7,False,False,False,True,1,1,1,1,1,1,1,1,1,7,1,3,5,10,[18],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.6415,18,48,36,84,0.0224,SFL DStar (e=2)
evaluated,ScoreNormalizer_M6,ScoreNormalizer,SUR,data-flow,statement,ScoreNormalizer/ScoreNormalizer_M6.java,ScoreNormalizer/ScoreNormalizer_M6.java,18,,,sfl.barinel,line,18,True,8,False,False,False,True,1,1,1,1,1,1,1,1,1,8,1,3,5,10,[18],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.6415,18,48,36,84,0.0224,SFL Barinel
evaluated,ScoreNormalizer_M6,ScoreNormalizer,SUR,data-flow,statement,ScoreNormalizer/ScoreNormalizer_M6.java,ScoreNormalizer/ScoreNormalizer_M6.java,18,,,sfl.op2,line,18,True,7,False,False,False,True,1,1,1,1,1,1,1,1,1,7,1,3,5,10,[18],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.6415,18,48,36,84,0.0224,SFL Op2
evaluated,SelectionSortFive_M1,SelectionSort,ROR,control-flow,condition,SelectionSort/SelectionSortFive_M1.java,SelectionSort/SelectionSortFive_M1.java,5,,,sfl.ochiai,line,47,True,3,False,True,True,True,1,1,1,1,1,1,1,1,1,3,1,3,5,10,[5],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.6702,47,127,23,150,0.0224,SFL Ochiai
evaluated,SelectionSortFive_M1,SelectionSort,ROR,control-flow,condition,SelectionSort/SelectionSortFive_M1.java,SelectionSort/SelectionSortFive_M1.java,5,,,sfl.tarantula,line,47,True,18,False,False,False,False,1,1,1,1,1,1,1,1,1,18,1,3,5,10,[5],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.6702,47,127,23,150,0.0224,SFL Tarantula
evaluated,SelectionSortFive_M1,SelectionSort,ROR,control-flow,condition,SelectionSort/SelectionSortFive_M1.java,SelectionSort/SelectionSortFive_M1.java,5,,,sfl.dstar,line,47,True,3,False,True,True,True,1,1,1,1,1,1,1,1,1,3,1,3,5,10,[5],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.6702,47,127,23,150,0.0224,SFL DStar (e=2)
evaluated,SelectionSortFive_M1,SelectionSort,ROR,control-flow,condition,SelectionSort/SelectionSortFive_M1.java,SelectionSort/SelectionSortFive_M1.java,5,,,sfl.barinel,line,47,True,18,False,False,False,False,1,1,1,1,1,1,1,1,1,18,1,3,5,10,[5],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.6702,47,127,23,150,0.0224,SFL Barinel
evaluated,SelectionSortFive_M1,SelectionSort,ROR,control-flow,condition,SelectionSort/SelectionSortFive_M1.java,SelectionSort/SelectionSortFive_M1.java,5,,,sfl.op2,line,47,True,3,False,True,True,True,1,1,1,1,1,1,1,1,1,3,1,3,5,10,[5],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.6702,47,127,23,150,0.0224,SFL Op2
evaluated,SelectionSortFive_M2,SelectionSort,ROR,control-flow,condition,SelectionSort/SelectionSortFive_M2.java,SelectionSort/SelectionSortFive_M2.java,35,,,sfl.ochiai,line,43,True,37,False,False,False,False,1,1,1,1,1,1,1,1,1,37,1,3,5,10,[35],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.659,43,140,30,170,0.022,SFL Ochiai
evaluated,SelectionSortFive_M2,SelectionSort,ROR,control-flow,condition,SelectionSort/SelectionSortFive_M2.java,SelectionSort/SelectionSortFive_M2.java,35,,,sfl.tarantula,line,43,True,43,False,False,False,False,1,1,1,1,1,1,1,1,1,43,1,3,5,10,[35],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.659,43,140,30,170,0.022,SFL Tarantula
evaluated,SelectionSortFive_M2,SelectionSort,ROR,control-flow,condition,SelectionSort/SelectionSortFive_M2.java,SelectionSort/SelectionSortFive_M2.java,35,,,sfl.dstar,line,43,True,37,False,False,False,False,1,1,1,1,1,1,1,1,1,37,1,3,5,10,[35],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.659,43,140,30,170,0.022,SFL DStar (e=2)
evaluated,SelectionSortFive_M2,SelectionSort,ROR,control-flow,condition,SelectionSort/SelectionSortFive_M2.java,SelectionSort/SelectionSortFive_M2.java,35,,,sfl.barinel,line,43,True,43,False,False,False,False,1,1,1,1,1,1,1,1,1,43,1,3,5,10,[35],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.659,43,140,30,170,0.022,SFL Barinel
evaluated,SelectionSortFive_M2,SelectionSort,ROR,control-flow,condition,SelectionSort/SelectionSortFive_M2.java,SelectionSort/SelectionSortFive_M2.java,35,,,sfl.op2,line,43,True,34,False,False,False,False,1,1,1,1,1,1,1,1,1,34,1,3,5,10,[35],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.659,43,140,30,170,0.022,SFL Op2
evaluated,SelectionSortFive_M3,SelectionSort,ROR,control-flow,condition,SelectionSort/SelectionSortFive_M3.java,SelectionSort/SelectionSortFive_M3.java,72,,,sfl.ochiai,line,44,False,,False,False,False,False,1,1,1,,1,1,1,1,,,1,3,5,10,[],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.6652,44,74,49,123,0.0183,SFL Ochiai
evaluated,SelectionSortFive_M3,SelectionSort,ROR,control-flow,condition,SelectionSort/SelectionSortFive_M3.java,SelectionSort/SelectionSortFive_M3.java,72,,,sfl.tarantula,line,44,False,,False,False,False,False,1,1,1,,1,1,1,1,,,1,3,5,10,[],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.6652,44,74,49,123,0.0183,SFL Tarantula
evaluated,SelectionSortFive_M3,SelectionSort,ROR,control-flow,condition,SelectionSort/SelectionSortFive_M3.java,SelectionSort/SelectionSortFive_M3.java,72,,,sfl.dstar,line,44,False,,False,False,False,False,1,1,1,,1,1,1,1,,,1,3,5,10,[],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.6652,44,74,49,123,0.0183,SFL DStar (e=2)
evaluated,SelectionSortFive_M3,SelectionSort,ROR,control-flow,condition,SelectionSort/SelectionSortFive_M3.java,SelectionSort/SelectionSortFive_M3.java,72,,,sfl.barinel,line,44,False,,False,False,False,False,1,1,1,,1,1,1,1,,,1,3,5,10,[],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.6652,44,74,49,123,0.0183,SFL Barinel
evaluated,SelectionSortFive_M3,SelectionSort,ROR,control-flow,condition,SelectionSort/SelectionSortFive_M3.java,SelectionSort/SelectionSortFive_M3.java,72,,,sfl.op2,line,44,False,,False,False,False,False,1,1,1,,1,1,1,1,,,1,3,5,10,[],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.6652,44,74,49,123,0.0183,SFL Op2
evaluated,SelectionSortFive_M4,SelectionSort,SUR,data-flow,statement,SelectionSort/SelectionSortFive_M4.java,SelectionSort/SelectionSortFive_M4.java,19,,,sfl.ochiai,line,47,True,9,False,False,False,True,1,1,1,1,1,1,1,1,1,9,1,3,5,10,[19],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.6163,47,24,163,187,0.0263,SFL Ochiai
evaluated,SelectionSortFive_M4,SelectionSort,SUR,data-flow,statement,SelectionSort/SelectionSortFive_M4.java,SelectionSort/SelectionSortFive_M4.java,19,,,sfl.tarantula,line,47,True,6,False,False,False,True,1,1,1,1,1,1,1,1,1,6,1,3,5,10,[19],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.6163,47,24,163,187,0.0263,SFL Tarantula
evaluated,SelectionSortFive_M4,SelectionSort,SUR,data-flow,statement,SelectionSort/SelectionSortFive_M4.java,SelectionSort/SelectionSortFive_M4.java,19,,,sfl.dstar,line,47,True,26,False,False,False,False,1,1,1,1,1,1,1,1,1,26,1,3,5,10,[19],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.6163,47,24,163,187,0.0263,SFL DStar (e=2)
evaluated,SelectionSortFive_M4,SelectionSort,SUR,data-flow,statement,SelectionSort/SelectionSortFive_M4.java,SelectionSort/SelectionSortFive_M4.java,19,,,sfl.barinel,line,47,True,6,False,False,False,True,1,1,1,1,1,1,1,1,1,6,1,3,5,10,[19],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.6163,47,24,163,187,0.0263,SFL Barinel
evaluated,SelectionSortFive_M4,SelectionSort,SUR,data-flow,statement,SelectionSort/SelectionSortFive_M4.java,SelectionSort/SelectionSortFive_M4.java,19,,,sfl.op2,line,47,True,29,False,False,False,False,1,1,1,1,1,1,1,1,1,29,1,3,5,10,[19],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.6163,47,24,163,187,0.0263,SFL Op2
evaluated,SelectionSortFive_M5,SelectionSort,SUR,data-flow,statement,SelectionSort/SelectionSortFive_M5.java,SelectionSort/SelectionSortFive_M5.java,45,,,sfl.ochiai,line,31,True,15,False,False,False,False,1,1,1,1,1,1,1,1,1,15,1,3,5,10,[45],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.6976,31,48,0,48,0.0065,SFL Ochiai
evaluated,SelectionSortFive_M5,SelectionSort,SUR,data-flow,statement,SelectionSort/SelectionSortFive_M5.java,SelectionSort/SelectionSortFive_M5.java,45,,,sfl.tarantula,line,31,True,24,False,False,False,False,1,1,1,1,1,1,1,1,1,24,1,3,5,10,[45],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.6976,31,48,0,48,0.0065,SFL Tarantula
evaluated,SelectionSortFive_M5,SelectionSort,SUR,data-flow,statement,SelectionSort/SelectionSortFive_M5.java,SelectionSort/SelectionSortFive_M5.java,45,,,sfl.dstar,line,31,True,15,False,False,False,False,1,1,1,1,1,1,1,1,1,15,1,3,5,10,[45],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.6976,31,48,0,48,0.0065,SFL DStar (e=2)
evaluated,SelectionSortFive_M5,SelectionSort,SUR,data-flow,statement,SelectionSort/SelectionSortFive_M5.java,SelectionSort/SelectionSortFive_M5.java,45,,,sfl.barinel,line,31,True,24,False,False,False,False,1,1,1,1,1,1,1,1,1,24,1,3,5,10,[45],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.6976,31,48,0,48,0.0065,SFL Barinel
evaluated,SelectionSortFive_M5,SelectionSort,SUR,data-flow,statement,SelectionSort/SelectionSortFive_M5.java,SelectionSort/SelectionSortFive_M5.java,45,,,sfl.op2,line,31,True,15,False,False,False,False,1,1,1,1,1,1,1,1,1,15,1,3,5,10,[45],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.6976,31,48,0,48,0.0065,SFL Op2
evaluated,SelectionSortFive_M6,SelectionSort,SUR,data-flow,statement,SelectionSort/SelectionSortFive_M6.java,SelectionSort/SelectionSortFive_M6.java,64,,,sfl.ochiai,line,47,False,,False,False,False,False,1,1,1,,1,1,1,1,,,1,3,5,10,[],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.6461,47,62,164,226,0.0325,SFL Ochiai
evaluated,SelectionSortFive_M6,SelectionSort,SUR,data-flow,statement,SelectionSort/SelectionSortFive_M6.java,SelectionSort/SelectionSortFive_M6.java,64,,,sfl.tarantula,line,47,False,,False,False,False,False,1,1,1,,1,1,1,1,,,1,3,5,10,[],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.6461,47,62,164,226,0.0325,SFL Tarantula
evaluated,SelectionSortFive_M6,SelectionSort,SUR,data-flow,statement,SelectionSort/SelectionSortFive_M6.java,SelectionSort/SelectionSortFive_M6.java,64,,,sfl.dstar,line,47,False,,False,False,False,False,1,1,1,,1,1,1,1,,,1,3,5,10,[],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.6461,47,62,164,226,0.0325,SFL DStar (e=2)
evaluated,SelectionSortFive_M6,SelectionSort,SUR,data-flow,statement,SelectionSort/SelectionSortFive_M6.java,SelectionSort/SelectionSortFive_M6.java,64,,,sfl.barinel,line,47,False,,False,False,False,False,1,1,1,,1,1,1,1,,,1,3,5,10,[],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.6461,47,62,164,226,0.0325,SFL Barinel
evaluated,SelectionSortFive_M6,SelectionSort,SUR,data-flow,statement,SelectionSort/SelectionSortFive_M6.java,SelectionSort/SelectionSortFive_M6.java,64,,,sfl.op2,line,47,False,,False,False,False,False,1,1,1,,1,1,1,1,,,1,3,5,10,[],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.6461,47,62,164,226,0.0325,SFL Op2
evaluated,WaterBillCaculator_M1,WaterBillCaculator,BOR,control-flow,condition,WaterBillCaculator/WaterBillCaculator_M1.java,WaterBillCaculator/WaterBillCaculator_M1.java,5,,,sfl.ochiai,line,12,True,10,False,False,False,True,1,1,1,1,1,1,1,1,1,10,1,3,5,10,[5],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.8516,12,1,31,32,0.0113,SFL Ochiai
evaluated,WaterBillCaculator_M1,WaterBillCaculator,BOR,control-flow,condition,WaterBillCaculator/WaterBillCaculator_M1.java,WaterBillCaculator/WaterBillCaculator_M1.java,5,,,sfl.tarantula,line,12,True,10,False,False,False,True,1,1,1,1,1,1,1,1,1,10,1,3,5,10,[5],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.8516,12,1,31,32,0.0113,SFL Tarantula
evaluated,WaterBillCaculator_M1,WaterBillCaculator,BOR,control-flow,condition,WaterBillCaculator/WaterBillCaculator_M1.java,WaterBillCaculator/WaterBillCaculator_M1.java,5,,,sfl.dstar,line,12,True,10,False,False,False,True,1,1,1,1,1,1,1,1,1,10,1,3,5,10,[5],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.8516,12,1,31,32,0.0113,SFL DStar (e=2)
evaluated,WaterBillCaculator_M1,WaterBillCaculator,BOR,control-flow,condition,WaterBillCaculator/WaterBillCaculator_M1.java,WaterBillCaculator/WaterBillCaculator_M1.java,5,,,sfl.barinel,line,12,True,10,False,False,False,True,1,1,1,1,1,1,1,1,1,10,1,3,5,10,[5],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.8516,12,1,31,32,0.0113,SFL Barinel
evaluated,WaterBillCaculator_M1,WaterBillCaculator,BOR,control-flow,condition,WaterBillCaculator/WaterBillCaculator_M1.java,WaterBillCaculator/WaterBillCaculator_M1.java,5,,,sfl.op2,line,12,True,10,False,False,False,True,1,1,1,1,1,1,1,1,1,10,1,3,5,10,[5],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.8516,12,1,31,32,0.0113,SFL Op2
evaluated,WaterBillCaculator_M2,WaterBillCaculator,ROR,control-flow,condition,WaterBillCaculator/WaterBillCaculator_M2.java,WaterBillCaculator/WaterBillCaculator_M2.java,9,,,sfl.ochiai,line,12,True,3,False,True,True,True,1,1,1,1,1,1,1,1,1,3,1,3,5,10,[9],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.8441,12,27,4,31,0.0109,SFL Ochiai
evaluated,WaterBillCaculator_M2,WaterBillCaculator,ROR,control-flow,condition,WaterBillCaculator/WaterBillCaculator_M2.java,WaterBillCaculator/WaterBillCaculator_M2.java,9,,,sfl.tarantula,line,12,True,4,False,False,True,True,1,1,1,1,1,1,1,1,1,4,1,3,5,10,[9],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.8441,12,27,4,31,0.0109,SFL Tarantula
evaluated,WaterBillCaculator_M2,WaterBillCaculator,ROR,control-flow,condition,WaterBillCaculator/WaterBillCaculator_M2.java,WaterBillCaculator/WaterBillCaculator_M2.java,9,,,sfl.dstar,line,12,True,3,False,True,True,True,1,1,1,1,1,1,1,1,1,3,1,3,5,10,[9],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.8441,12,27,4,31,0.0109,SFL DStar (e=2)
evaluated,WaterBillCaculator_M2,WaterBillCaculator,ROR,control-flow,condition,WaterBillCaculator/WaterBillCaculator_M2.java,WaterBillCaculator/WaterBillCaculator_M2.java,9,,,sfl.barinel,line,12,True,4,False,False,True,True,1,1,1,1,1,1,1,1,1,4,1,3,5,10,[9],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.8441,12,27,4,31,0.0109,SFL Barinel
evaluated,WaterBillCaculator_M2,WaterBillCaculator,ROR,control-flow,condition,WaterBillCaculator/WaterBillCaculator_M2.java,WaterBillCaculator/WaterBillCaculator_M2.java,9,,,sfl.op2,line,12,True,1,True,True,True,True,1,1,1,1,1,1,1,1,1,1,1,3,5,10,[9],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.8441,12,27,4,31,0.0109,SFL Op2
evaluated,WaterBillCaculator_M3,WaterBillCaculator,ROR,control-flow,condition,WaterBillCaculator/WaterBillCaculator_M3.java,WaterBillCaculator/WaterBillCaculator_M3.java,11,,,sfl.ochiai,line,12,True,2,False,True,True,True,1,1,1,1,1,1,1,1,1,2,1,3,5,10,[11],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.8468,12,20,11,31,0.0111,SFL Ochiai
evaluated,WaterBillCaculator_M3,WaterBillCaculator,ROR,control-flow,condition,WaterBillCaculator/WaterBillCaculator_M3.java,WaterBillCaculator/WaterBillCaculator_M3.java,11,,,sfl.tarantula,line,12,True,2,False,True,True,True,1,1,1,1,1,1,1,1,1,2,1,3,5,10,[11],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.8468,12,20,11,31,0.0111,SFL Tarantula
evaluated,WaterBillCaculator_M3,WaterBillCaculator,ROR,control-flow,condition,WaterBillCaculator/WaterBillCaculator_M3.java,WaterBillCaculator/WaterBillCaculator_M3.java,11,,,sfl.dstar,line,12,True,2,False,True,True,True,1,1,1,1,1,1,1,1,1,2,1,3,5,10,[11],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.8468,12,20,11,31,0.0111,SFL DStar (e=2)
evaluated,WaterBillCaculator_M3,WaterBillCaculator,ROR,control-flow,condition,WaterBillCaculator/WaterBillCaculator_M3.java,WaterBillCaculator/WaterBillCaculator_M3.java,11,,,sfl.barinel,line,12,True,2,False,True,True,True,1,1,1,1,1,1,1,1,1,2,1,3,5,10,[11],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.8468,12,20,11,31,0.0111,SFL Barinel
evaluated,WaterBillCaculator_M3,WaterBillCaculator,ROR,control-flow,condition,WaterBillCaculator/WaterBillCaculator_M3.java,WaterBillCaculator/WaterBillCaculator_M3.java,11,,,sfl.op2,line,12,True,1,True,True,True,True,1,1,1,1,1,1,1,1,1,1,1,3,5,10,[11],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.8468,12,20,11,31,0.0111,SFL Op2
evaluated,WaterBillCaculator_M4,WaterBillCaculator,CR,data-flow,statement,WaterBillCaculator/WaterBillCaculator_M4.java,WaterBillCaculator/WaterBillCaculator_M4.java,10,,,sfl.ochiai,line,12,True,2,False,True,True,True,1,1,1,1,1,1,1,1,1,2,1,3,5,10,[10],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.8495,12,29,2,31,0.0103,SFL Ochiai
evaluated,WaterBillCaculator_M4,WaterBillCaculator,CR,data-flow,statement,WaterBillCaculator/WaterBillCaculator_M4.java,WaterBillCaculator/WaterBillCaculator_M4.java,10,,,sfl.tarantula,line,12,True,2,False,True,True,True,1,1,1,1,1,1,1,1,1,2,1,3,5,10,[10],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.8495,12,29,2,31,0.0103,SFL Tarantula
evaluated,WaterBillCaculator_M4,WaterBillCaculator,CR,data-flow,statement,WaterBillCaculator/WaterBillCaculator_M4.java,WaterBillCaculator/WaterBillCaculator_M4.java,10,,,sfl.dstar,line,12,True,2,False,True,True,True,1,1,1,1,1,1,1,1,1,2,1,3,5,10,[10],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.8495,12,29,2,31,0.0103,SFL DStar (e=2)
evaluated,WaterBillCaculator_M4,WaterBillCaculator,CR,data-flow,statement,WaterBillCaculator/WaterBillCaculator_M4.java,WaterBillCaculator/WaterBillCaculator_M4.java,10,,,sfl.barinel,line,12,True,2,False,True,True,True,1,1,1,1,1,1,1,1,1,2,1,3,5,10,[10],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.8495,12,29,2,31,0.0103,SFL Barinel
evaluated,WaterBillCaculator_M4,WaterBillCaculator,CR,data-flow,statement,WaterBillCaculator/WaterBillCaculator_M4.java,WaterBillCaculator/WaterBillCaculator_M4.java,10,,,sfl.op2,line,12,True,2,False,True,True,True,1,1,1,1,1,1,1,1,1,2,1,3,5,10,[10],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,SFL,0.8495,12,29,2,31,0.0103,SFL Op2
