status,mutant_id,subject,operator,fault_kind,fault_category,mutant_file,primary_file,primary_line,evaluation_report,duplicate_report_count,strategy,target_type,prediction_count,hit,best_rank,top1_hit,top3_hit,top5_hit,top10_hit,region_size_average,region_size_max,region_size_top1,region_size_hit,region_size_top1_average,region_size_top3_average,region_size_top5_average,region_size_top10_average,hit_item_region_size,cumulative_inspection_region_at_first_hit,inspection_region_top1,inspection_region_top3,inspection_region_top5,inspection_region_top10,hit_lines,notes,dataset_id,experiment_id,method_family,sfl_coverage_ratio,sfl_entities,sfl_failed_cases,sfl_passed_cases,sfl_test_cases,sfl_total_s,strategy_label
evaluated,MedianOfSix_M5,MedianOfSix,SUR,data-flow,statement,MedianOfSix/MedianOfSix_M5.java,MedianOfSix/MedianOfSix_M5.java,37,,,sfl.dstar,line,49,True,2,False,True,True,True,,,,,,,,,1,2,1,3,5,10,[37],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.535,49,24,144,168,0.0385,SFL DStar (e=2)
evaluated,MedianOfSix_M5,MedianOfSix,SUR,data-flow,statement,MedianOfSix/MedianOfSix_M5.java,MedianOfSix/MedianOfSix_M5.java,37,,,sfl.barinel,line,49,True,2,False,True,True,True,,,,,,,,,1,2,1,3,5,10,[37],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.535,49,24,144,168,0.0385,SFL Barinel
evaluated,MedianOfSix_M5,MedianOfSix,SUR,data-flow,statement,MedianOfSix/MedianOfSix_M5.java,MedianOfSix/MedianOfSix_M5.java,37,,,sfl.op2,line,49,True,2,False,True,True,True,,,,,,,,,1,2,1,3,5,10,[37],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.535,49,24,144,168,0.0385,SFL Op2
evaluated,MedianOfSix_M6,MedianOfSix,RVR,data-flow,statement,MedianOfSix/MedianOfSix_M6.java,MedianOfSix/MedianOfSix_M6.java,67,,,sfl.ochiai,line,49,True,7,False,False,False,True,,,,,,,,,1,7,1,3,5,10,[67],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.602,49,384,0,384,0.0897,SFL Ochiai
evaluated,MedianOfSix_M6,MedianOfSix,RVR,data-flow,statement,MedianOfSix/MedianOfSix_M6.java,MedianOfSix/MedianOfSix_M6.java,67,,,sfl.tarantula,line,49,True,49,False,False,False,False,,,,,,,,,1,49,1,3,5,10,[67],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.602,49,384,0,384,0.0897,SFL Tarantula
evaluated,MedianOfSix_M6,MedianOfSix,RVR,data-flow,statement,MedianOfSix/MedianOfSix_M6.java,MedianOfSix/MedianOfSix_M6.java,67,,,sfl.dstar,line,49,True,7,False,False,False,True,,,,,,,,,1,7,1,3,5,10,[67],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.602,49,384,0,384,0.0897,SFL DStar (e=2)
evaluated,MedianOfSix_M6,MedianOfSix,RVR,data-flow,statement,MedianOfSix/MedianOfSix_M6.java,MedianOfSix/MedianOfSix_M6.java,67,,,sfl.barinel,line,49,True,49,False,False,False,False,,,,,,,,,1,49,1,3,5,10,[67],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.602,49,384,0,384,0.0897,SFL Barinel
evaluated,MedianOfSix_M6,MedianOfSix,RVR,data-flow,statement,MedianOfSix/MedianOfSix_M6.java,MedianOfSix/MedianOfSix_M6.java,67,,,sfl.op2,line,49,True,7,False,False,False,True,,,,,,,,,1,7,1,3,5,10,[67],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.602,49,384,0,384,0.0897,SFL Op2
evaluated,PairSortCheck_M1,PairSortCheck,ROR,control-flow,condition,PairSortCheck/PairSortCheck_M1.java,PairSortCheck/PairSortCheck_M1.java,3,,,sfl.ochiai,line,34,True,1,True,True,True,True,,,,,,,,,1,1,1,3,5,10,[3],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.627,34,88,0,88,0.0181,SFL Ochiai
evaluated,PairSortCheck_M1,PairSortCheck,ROR,control-flow,condition,PairSortCheck/PairSortCheck_M1.java,PairSortCheck/PairSortCheck_M1.java,3,,,sfl.tarantula,line,34,True,1,True,True,True,True,,,,,,,,,1,1,1,3,5,10,[3],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.627,34,88,0,88,0.0181,SFL Tarantula
evaluated,PairSortCheck_M1,PairSortCheck,ROR,control-flow,condition,PairSortCheck/PairSortCheck_M1.java,PairSortCheck/PairSortCheck_M1.java,3,,,sfl.dstar,line,34,True,1,True,True,True,True,,,,,,,,,1,1,1,3,5,10,[3],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.627,34,88,0,88,0.0181,SFL DStar (e=2)
evaluated,PairSortCheck_M1,PairSortCheck,ROR,control-flow,condition,PairSortCheck/PairSortCheck_M1.java,PairSortCheck/PairSortCheck_M1.java,3,,,sfl.barinel,line,34,True,1,True,True,True,True,,,,,,,,,1,1,1,3,5,10,[3],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.627,34,88,0,88,0.0181,SFL Barinel
evaluated,PairSortCheck_M1,PairSortCheck,ROR,control-flow,condition,PairSortCheck/PairSortCheck_M1.java,PairSortCheck/PairSortCheck_M1.java,3,,,sfl.op2,line,34,True,1,True,True,True,True,,,,,,,,,1,1,1,3,5,10,[3],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.627,34,88,0,88,0.0181,SFL Op2
evaluated,PairSortCheck_M2,PairSortCheck,ROR,control-flow,condition,PairSortCheck/PairSortCheck_M2.java,PairSortCheck/PairSortCheck_M2.java,13,,,sfl.ochiai,line,34,True,3,False,True,True,True,,,,,,,,,1,3,1,3,5,10,[13],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.6346,34,68,10,78,0.0193,SFL Ochiai
evaluated,PairSortCheck_M2,PairSortCheck,ROR,control-flow,condition,PairSortCheck/PairSortCheck_M2.java,PairSortCheck/PairSortCheck_M2.java,13,,,sfl.tarantula,line,34,True,18,False,False,False,False,,,,,,,,,1,18,1,3,5,10,[13],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.6346,34,68,10,78,0.0193,SFL Tarantula
evaluated,PairSortCheck_M2,PairSortCheck,ROR,control-flow,condition,PairSortCheck/PairSortCheck_M2.java,PairSortCheck/PairSortCheck_M2.java,13,,,sfl.dstar,line,34,True,3,False,True,True,True,,,,,,,,,1,3,1,3,5,10,[13],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.6346,34,68,10,78,0.0193,SFL DStar (e=2)
evaluated,PairSortCheck_M2,PairSortCheck,ROR,control-flow,condition,PairSortCheck/PairSortCheck_M2.java,PairSortCheck/PairSortCheck_M2.java,13,,,sfl.barinel,line,34,True,18,False,False,False,False,,,,,,,,,1,18,1,3,5,10,[13],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.6346,34,68,10,78,0.0193,SFL Barinel
evaluated,PairSortCheck_M2,PairSortCheck,ROR,control-flow,condition,PairSortCheck/PairSortCheck_M2.java,PairSortCheck/PairSortCheck_M2.java,13,,,sfl.op2,line,34,True,3,False,True,True,True,,,,,,,,,1,3,1,3,5,10,[13],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.6346,34,68,10,78,0.0193,SFL Op2
no_metrics,PairSortCheck_M3,PairSortCheck,BOR,control-flow,condition,PairSortCheck/PairSortCheck_M3.java,PairSortCheck/PairSortCheck_M3.java,43,,,sfl.ochiai,line,0,False,,False,False,False,False,,,,,,,,,,,0,0,0,0,[],no TBFV failures for SFL spectrum,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,,,,,,,
no_metrics,PairSortCheck_M3,PairSortCheck,BOR,control-flow,condition,PairSortCheck/PairSortCheck_M3.java,PairSortCheck/PairSortCheck_M3.java,43,,,sfl.tarantula,line,0,False,,False,False,False,False,,,,,,,,,,,0,0,0,0,[],no TBFV failures for SFL spectrum,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,,,,,,,
no_metrics,PairSortCheck_M3,PairSortCheck,BOR,control-flow,condition,PairSortCheck/PairSortCheck_M3.java,PairSortCheck/PairSortCheck_M3.java,43,,,sfl.dstar,line,0,False,,False,False,False,False,,,,,,,,,,,0,0,0,0,[],no TBFV failures for SFL spectrum,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,,,,,,,
no_metrics,PairSortCheck_M3,PairSortCheck,BOR,control-flow,condition,PairSortCheck/PairSortCheck_M3.java,PairSortCheck/PairSortCheck_M3.java,43,,,sfl.barinel,line,0,False,,False,False,False,False,,,,,,,,,,,0,0,0,0,[],no TBFV failures for SFL spectrum,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,,,,,,,
no_metrics,PairSortCheck_M3,PairSortCheck,BOR,control-flow,condition,PairSortCheck/PairSortCheck_M3.java,PairSortCheck/PairSortCheck_M3.java,43,,,sfl.op2,line,0,False,,False,False,False,False,,,,,,,,,,,0,0,0,0,[],no TBFV failures for SFL spectrum,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,,,,,,,
evaluated,PairSortCheck_M4,PairSortCheck,SUR,data-flow,statement,PairSortCheck/PairSortCheck_M4.java,PairSortCheck/PairSortCheck_M4.java,5,,,sfl.ochiai,line,37,True,2,False,True,True,True,,,,,,,,,1,2,1,3,5,10,[5],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.5875,37,7,141,148,0.0218,SFL Ochiai
evaluated,PairSortCheck_M4,PairSortCheck,SUR,data-flow,statement,PairSortCheck/PairSortCheck_M4.java,PairSortCheck/PairSortCheck_M4.java,5,,,sfl.tarantula,line,37,True,2,False,True,True,True,,,,,,,,,1,2,1,3,5,10,[5],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.5875,37,7,141,148,0.0218,SFL Tarantula
evaluated,PairSortCheck_M4,PairSortCheck,SUR,data-flow,statement,PairSortCheck/PairSortCheck_M4.java,PairSortCheck/PairSortCheck_M4.java,5,,,sfl.dstar,line,37,True,2,False,True,True,True,,,,,,,,,1,2,1,3,5,10,[5],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.5875,37,7,141,148,0.0218,SFL DStar (e=2)
evaluated,PairSortCheck_M4,PairSortCheck,SUR,data-flow,statement,PairSortCheck/PairSortCheck_M4.java,PairSortCheck/PairSortCheck_M4.java,5,,,sfl.barinel,line,37,True,2,False,True,True,True,,,,,,,,,1,2,1,3,5,10,[5],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.5875,37,7,141,148,0.0218,SFL Barinel
evaluated,PairSortCheck_M4,PairSortCheck,SUR,data-flow,statement,PairSortCheck/PairSortCheck_M4.java,PairSortCheck/PairSortCheck_M4.java,5,,,sfl.op2,line,37,True,2,False,True,True,True,,,,,,,,,1,2,1,3,5,10,[5],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.5875,37,7,141,148,0.0218,SFL Op2
evaluated,PairSortCheck_M5,PairSortCheck,SUR,data-flow,statement,PairSortCheck/PairSortCheck_M5.java,PairSortCheck/PairSortCheck_M5.java,40,,,sfl.ochiai,line,37,True,2,False,True,True,True,,,,,,,,,1,2,1,3,5,10,[40],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.6301,37,88,99,187,0.029,SFL Ochiai
evaluated,PairSortCheck_M5,PairSortCheck,SUR,data-flow,statement,PairSortCheck/PairSortCheck_M5.java,PairSortCheck/PairSortCheck_M5.java,40,,,sfl.tarantula,line,37,True,2,False,True,True,True,,,,,,,,,1,2,1,3,5,10,[40],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.6301,37,88,99,187,0.029,SFL Tarantula
evaluated,PairSortCheck_M5,PairSortCheck,SUR,data-flow,statement,PairSortCheck/PairSortCheck_M5.java,PairSortCheck/PairSortCheck_M5.java,40,,,sfl.dstar,line,37,True,2,False,True,True,True,,,,,,,,,1,2,1,3,5,10,[40],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.6301,37,88,99,187,0.029,SFL DStar (e=2)
evaluated,PairSortCheck_M5,PairSortCheck,SUR,data-flow,statement,PairSortCheck/PairSortCheck_M5.java,PairSortCheck/PairSortCheck_M5.java,40,,,sfl.barinel,line,37,True,2,False,True,True,True,,,,,,,,,1,2,1,3,5,10,[40],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.6301,37,88,99,187,0.029,SFL Barinel
evaluated,PairSortCheck_M5,PairSortCheck,SUR,data-flow,statement,PairSortCheck/PairSortCheck_M5.java,PairSortCheck/PairSortCheck_M5.java,40,,,sfl.op2,line,37,True,2,False,True,True,True,,,,,,,,,1,2,1,3,5,10,[40],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.6301,37,88,99,187,0.029,SFL Op2
no_metrics,PairSortCheck_M6,PairSortCheck,RVR,data-flow,statement,PairSortCheck/PairSortCheck_M6.java,PairSortCheck/PairSortCheck_M6.java,48,,,sfl.ochiai,line,0,False,,False,False,False,False,,,,,,,,,,,0,0,0,0,[],no TBFV failures for SFL spectrum,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,,,,,,,
no_metrics,PairSortCheck_M6,PairSortCheck,RVR,data-flow,statement,PairSortCheck/PairSortCheck_M6.java,PairSortCheck/PairSortCheck_M6.java,48,,,sfl.tarantula,line,0,False,,False,False,False,False,,,,,,,,,,,0,0,0,0,[],no TBFV failures for SFL spectrum,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,,,,,,,
no_metrics,PairSortCheck_M6,PairSortCheck,RVR,data-flow,statement,PairSortCheck/PairSortCheck_M6.java,PairSortCheck/PairSortCheck_M6.java,48,,,sfl.dstar,line,0,False,,False,False,False,False,,,,,,,,,,,0,0,0,0,[],no TBFV failures for SFL spectrum,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,,,,,,,
no_metrics,PairSortCheck_M6,PairSortCheck,RVR,data-flow,statement,PairSortCheck/PairSortCheck_M6.java,PairSortCheck/PairSortCheck_M6.java,48,,,sfl.barinel,line,0,False,,False,False,False,False,,,,,,,,,,,0,0,0,0,[],no TBFV failures for SFL spectrum,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,,,,,,,
no_metrics,PairSortCheck_M6,PairSortCheck,RVR,data-flow,statement,PairSortCheck/PairSortCheck_M6.java,PairSortCheck/PairSortCheck_M6.java,48,,,sfl.op2,line,0,False,,False,False,False,False,,,,,,,,,,,0,0,0,0,[],no TBFV failures for SFL spectrum,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,,,,,,,
evaluated,SubtractLoop_M1,SubtractLoop,BOR,control-flow,condition,SubtractLoop/SubtractLoop_M1.java,SubtractLoop/SubtractLoop_M1.java,3,,,sfl.ochiai,line,15,True,2,False,True,True,True,,,,,,,,,1,2,1,3,5,10,[3],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.5909,15,1,204,205,0.1258,SFL Ochiai
evaluated,SubtractLoop_M1,SubtractLoop,BOR,control-flow,condition,SubtractLoop/SubtractLoop_M1.java,SubtractLoop/SubtractLoop_M1.java,3,,,sfl.tarantula,line,15,True,2,False,True,True,True,,,,,,,,,1,2,1,3,5,10,[3],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.5909,15,1,204,205,0.1258,SFL Tarantula
evaluated,SubtractLoop_M1,SubtractLoop,BOR,control-flow,condition,SubtractLoop/SubtractLoop_M1.java,SubtractLoop/SubtractLoop_M1.java,3,,,sfl.dstar,line,15,True,2,False,True,True,True,,,,,,,,,1,2,1,3,5,10,[3],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.5909,15,1,204,205,0.1258,SFL DStar (e=2)
evaluated,SubtractLoop_M1,SubtractLoop,BOR,control-flow,condition,SubtractLoop/SubtractLoop_M1.java,SubtractLoop/SubtractLoop_M1.java,3,,,sfl.barinel,line,15,True,2,False,True,True,True,,,,,,,,,1,2,1,3,5,10,[3],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.5909,15,1,204,205,0.1258,SFL Barinel
evaluated,SubtractLoop_M1,SubtractLoop,BOR,control-flow,condition,SubtractLoop/SubtractLoop_M1.java,SubtractLoop/SubtractLoop_M1.java,3,,,sfl.op2,line,15,True,2,False,True,True,True,,,,,,,,,1,2,1,3,5,10,[3],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.5909,15,1,204,205,0.1258,SFL Op2
evaluated,SubtractLoop_M2,SubtractLoop,BOR,control-flow,condition,SubtractLoop/SubtractLoop_M2.java,SubtractLoop/SubtractLoop_M2.java,6,,,sfl.ochiai,line,15,True,2,False,True,True,True,,,,,,,,,1,2,1,3,5,10,[6],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.5908,15,1,203,204,0.1221,SFL Ochiai
evaluated,SubtractLoop_M2,SubtractLoop,BOR,control-flow,condition,SubtractLoop/SubtractLoop_M2.java,SubtractLoop/SubtractLoop_M2.java,6,,,sfl.tarantula,line,15,True,2,False,True,True,True,,,,,,,,,1,2,1,3,5,10,[6],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.5908,15,1,203,204,0.1221,SFL Tarantula
evaluated,SubtractLoop_M2,SubtractLoop,BOR,control-flow,condition,SubtractLoop/SubtractLoop_M2.java,SubtractLoop/SubtractLoop_M2.java,6,,,sfl.dstar,line,15,True,2,False,True,True,True,,,,,,,,,1,2,1,3,5,10,[6],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.5908,15,1,203,204,0.1221,SFL DStar (e=2)
evaluated,SubtractLoop_M2,SubtractLoop,BOR,control-flow,condition,SubtractLoop/SubtractLoop_M2.java,SubtractLoop/SubtractLoop_M2.java,6,,,sfl.barinel,line,15,True,2,False,True,True,True,,,,,,,,,1,2,1,3,5,10,[6],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.5908,15,1,203,204,0.1221,SFL Barinel
evaluated,SubtractLoop_M2,SubtractLoop,BOR,control-flow,condition,SubtractLoop/SubtractLoop_M2.java,SubtractLoop/SubtractLoop_M2.java,6,,,sfl.op2,line,15,True,2,False,True,True,True,,,,,,,,,1,2,1,3,5,10,[6],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.5908,15,1,203,204,0.1221,SFL Op2
no_metrics,SubtractLoop_M3,SubtractLoop,ROR,control-flow,condition,SubtractLoop/SubtractLoop_M3.java,SubtractLoop/SubtractLoop_M3.java,11,,,sfl.ochiai,line,0,False,,False,False,False,False,,,,,,,,,,,0,0,0,0,[],no TBFV failures for SFL spectrum,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,,,,,,,
no_metrics,SubtractLoop_M3,SubtractLoop,ROR,control-flow,condition,SubtractLoop/SubtractLoop_M3.java,SubtractLoop/SubtractLoop_M3.java,11,,,sfl.tarantula,line,0,False,,False,False,False,False,,,,,,,,,,,0,0,0,0,[],no TBFV failures for SFL spectrum,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,,,,,,,
no_metrics,SubtractLoop_M3,SubtractLoop,ROR,control-flow,condition,SubtractLoop/SubtractLoop_M3.java,SubtractLoop/SubtractLoop_M3.java,11,,,sfl.dstar,line,0,False,,False,False,False,False,,,,,,,,,,,0,0,0,0,[],no TBFV failures for SFL spectrum,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,,,,,,,
no_metrics,SubtractLoop_M3,SubtractLoop,ROR,control-flow,condition,SubtractLoop/SubtractLoop_M3.java,SubtractLoop/SubtractLoop_M3.java,11,,,sfl.barinel,line,0,False,,False,False,False,False,,,,,,,,,,,0,0,0,0,[],no TBFV failures for SFL spectrum,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,,,,,,,
no_metrics,SubtractLoop_M3,SubtractLoop,ROR,control-flow,condition,SubtractLoop/SubtractLoop_M3.java,SubtractLoop/SubtractLoop_M3.java,11,,,sfl.op2,line,0,False,,False,False,False,False,,,,,,,,,,,0,0,0,0,[],no TBFV failures for SFL spectrum,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,,,,,,,
evaluated,SubtractLoop_M4,SubtractLoop,AOR,data-flow,statement,SubtractLoop/SubtractLoop_M4.java,SubtractLoop/SubtractLoop_M4.java,14,,,sfl.ochiai,line,15,True,3,False,True,True,True,,,,,,,,,1,3,1,3,5,10,[14],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.5909,15,100,105,205,0.109,SFL Ochiai
evaluated,SubtractLoop_M4,SubtractLoop,AOR,data-flow,statement,SubtractLoop/SubtractLoop_M4.java,SubtractLoop/SubtractLoop_M4.java,14,,,sfl.tarantula,line,15,True,3,False,True,True,True,,,,,,,,,1,3,1,3,5,10,[14],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.5909,15,100,105,205,0.109,SFL Tarantula
evaluated,SubtractLoop_M4,SubtractLoop,AOR,data-flow,statement,SubtractLoop/SubtractLoop_M4.java,SubtractLoop/SubtractLoop_M4.java,14,,,sfl.dstar,line,15,True,3,False,True,True,True,,,,,,,,,1,3,1,3,5,10,[14],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.5909,15,100,105,205,0.109,SFL DStar (e=2)
evaluated,SubtractLoop_M4,SubtractLoop,AOR,data-flow,statement,SubtractLoop/SubtractLoop_M4.java,SubtractLoop/SubtractLoop_M4.java,14,,,sfl.barinel,line,15,True,3,False,True,True,True,,,,,,,,,1,3,1,3,5,10,[14],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.5909,15,100,105,205,0.109,SFL Barinel
evaluated,SubtractLoop_M4,SubtractLoop,AOR,data-flow,statement,SubtractLoop/SubtractLoop_M4.java,SubtractLoop/SubtractLoop_M4.java,14,,,sfl.op2,line,15,True,3,False,True,True,True,,,,,,,,,1,3,1,3,5,10,[14],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.5909,15,100,105,205,0.109,SFL Op2
evaluated,SubtractLoop_M5,SubtractLoop,SUR,data-flow,statement,SubtractLoop/SubtractLoop_M5.java,SubtractLoop/SubtractLoop_M5.java,15,,,sfl.ochiai,line,15,True,4,False,False,True,True,,,,,,,,,1,4,1,3,5,10,[15],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.588,15,50,105,155,0.0709,SFL Ochiai
evaluated,SubtractLoop_M5,SubtractLoop,SUR,data-flow,statement,SubtractLoop/SubtractLoop_M5.java,SubtractLoop/SubtractLoop_M5.java,15,,,sfl.tarantula,line,15,True,4,False,False,True,True,,,,,,,,,1,4,1,3,5,10,[15],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.588,15,50,105,155,0.0709,SFL Tarantula
evaluated,SubtractLoop_M5,SubtractLoop,SUR,data-flow,statement,SubtractLoop/SubtractLoop_M5.java,SubtractLoop/SubtractLoop_M5.java,15,,,sfl.dstar,line,15,True,4,False,False,True,True,,,,,,,,,1,4,1,3,5,10,[15],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.588,15,50,105,155,0.0709,SFL DStar (e=2)
evaluated,SubtractLoop_M5,SubtractLoop,SUR,data-flow,statement,SubtractLoop/SubtractLoop_M5.java,SubtractLoop/SubtractLoop_M5.java,15,,,sfl.barinel,line,15,True,4,False,False,True,True,,,,,,,,,1,4,1,3,5,10,[15],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.588,15,50,105,155,0.0709,SFL Barinel
evaluated,SubtractLoop_M5,SubtractLoop,SUR,data-flow,statement,SubtractLoop/SubtractLoop_M5.java,SubtractLoop/SubtractLoop_M5.java,15,,,sfl.op2,line,15,True,4,False,False,True,True,,,,,,,,,1,4,1,3,5,10,[15],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.588,15,50,105,155,0.0709,SFL Op2
evaluated,SubtractLoop_M6,SubtractLoop,AOR,data-flow,statement,SubtractLoop/SubtractLoop_M6.java,SubtractLoop/SubtractLoop_M6.java,20,,,sfl.ochiai,line,15,True,1,True,True,True,True,,,,,,,,,1,1,1,3,5,10,[20],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.5909,15,100,105,205,0.1088,SFL Ochiai
evaluated,SubtractLoop_M6,SubtractLoop,AOR,data-flow,statement,SubtractLoop/SubtractLoop_M6.java,SubtractLoop/SubtractLoop_M6.java,20,,,sfl.tarantula,line,15,True,1,True,True,True,True,,,,,,,,,1,1,1,3,5,10,[20],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.5909,15,100,105,205,0.1088,SFL Tarantula
evaluated,SubtractLoop_M6,SubtractLoop,AOR,data-flow,statement,SubtractLoop/SubtractLoop_M6.java,SubtractLoop/SubtractLoop_M6.java,20,,,sfl.dstar,line,15,True,1,True,True,True,True,,,,,,,,,1,1,1,3,5,10,[20],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.5909,15,100,105,205,0.1088,SFL DStar (e=2)
evaluated,SubtractLoop_M6,SubtractLoop,AOR,data-flow,statement,SubtractLoop/SubtractLoop_M6.java,SubtractLoop/SubtractLoop_M6.java,20,,,sfl.barinel,line,15,True,1,True,True,True,True,,,,,,,,,1,1,1,3,5,10,[20],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.5909,15,100,105,205,0.1088,SFL Barinel
evaluated,SubtractLoop_M6,SubtractLoop,AOR,data-flow,statement,SubtractLoop/SubtractLoop_M6.java,SubtractLoop/SubtractLoop_M6.java,20,,,sfl.op2,line,15,True,1,True,True,True,True,,,,,,,,,1,1,1,3,5,10,[20],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.5909,15,100,105,205,0.1088,SFL Op2
evaluated,TaxBracket_M1,TaxBracket,BOR,control-flow,condition,TaxBracket/TaxBracket_M1.java,TaxBracket/TaxBracket_M1.java,3,,,sfl.ochiai,line,21,True,2,False,True,True,True,,,,,,,,,1,2,1,3,5,10,[3],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.6346,21,1,323,324,0.1991,SFL Ochiai
evaluated,TaxBracket_M1,TaxBracket,BOR,control-flow,condition,TaxBracket/TaxBracket_M1.java,TaxBracket/TaxBracket_M1.java,3,,,sfl.tarantula,line,21,True,2,False,True,True,True,,,,,,,,,1,2,1,3,5,10,[3],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.6346,21,1,323,324,0.1991,SFL Tarantula
evaluated,TaxBracket_M1,TaxBracket,BOR,control-flow,condition,TaxBracket/TaxBracket_M1.java,TaxBracket/TaxBracket_M1.java,3,,,sfl.dstar,line,21,True,2,False,True,True,True,,,,,,,,,1,2,1,3,5,10,[3],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.6346,21,1,323,324,0.1991,SFL DStar (e=2)
evaluated,TaxBracket_M1,TaxBracket,BOR,control-flow,condition,TaxBracket/TaxBracket_M1.java,TaxBracket/TaxBracket_M1.java,3,,,sfl.barinel,line,21,True,2,False,True,True,True,,,,,,,,,1,2,1,3,5,10,[3],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.6346,21,1,323,324,0.1991,SFL Barinel
evaluated,TaxBracket_M1,TaxBracket,BOR,control-flow,condition,TaxBracket/TaxBracket_M1.java,TaxBracket/TaxBracket_M1.java,3,,,sfl.op2,line,21,True,2,False,True,True,True,,,,,,,,,1,2,1,3,5,10,[3],,EX_CSC_dataset,FL-061001-EX_CSC_dataset,SFL,0.6346,21,1,323,324,0.1991,SFL Op2
