cct_hit,cct_lines,cct_strategy,cct_top_r,dataset_id,experiment_id,fault_category,fault_kind,inspection_budget_lines,mutant_id,operator,primary_line,sfl_budget_hit,sfl_budget_lines,sfl_strategy,subject
True,"[6, 10, 11, 12, 13, 14, 18, 31]",aggregated.composite.condition_or_interval,3,EX_CSC_dataset,FL-060701-EX_CSC_dataset,condition,control-flow,8,ScoreNormalizer_M3,ROR,13,True,"[10, 11, 12, 13, 14, 18, 28, 31]",sfl.ochiai,ScoreNormalizer
False,[12],aggregated.condition_node,1,EX_CSC_dataset,FL-060701-EX_CSC_dataset,condition,control-flow,1,ScoreNormalizer_M3,ROR,13,False,[31],sfl.ochiai,ScoreNormalizer
True,"[12, 13]",aggregated.condition_node,2,EX_CSC_dataset,FL-060701-EX_CSC_dataset,condition,control-flow,2,ScoreNormalizer_M3,ROR,13,False,"[14, 31]",sfl.ochiai,ScoreNormalizer
True,"[6, 12, 13]",aggregated.condition_node,3,EX_CSC_dataset,FL-060701-EX_CSC_dataset,condition,control-flow,3,ScoreNormalizer_M3,ROR,13,False,"[14, 28, 31]",sfl.ochiai,ScoreNormalizer
False,"[14, 18]",aggregated.interval.edge_divergence_gated,1,EX_CSC_dataset,FL-060701-EX_CSC_dataset,condition,control-flow,2,ScoreNormalizer_M3,ROR,13,False,"[14, 31]",sfl.ochiai,ScoreNormalizer
False,"[14, 18, 31]",aggregated.interval.edge_divergence_gated,2,EX_CSC_dataset,FL-060701-EX_CSC_dataset,condition,control-flow,3,ScoreNormalizer_M3,ROR,13,False,"[14, 28, 31]",sfl.ochiai,ScoreNormalizer
False,"[10, 11, 14, 18, 31]",aggregated.interval.edge_divergence_gated,3,EX_CSC_dataset,FL-060701-EX_CSC_dataset,condition,control-flow,5,ScoreNormalizer_M3,ROR,13,False,"[10, 11, 14, 28, 31]",sfl.ochiai,ScoreNormalizer
False,"[14, 18]",aggregated.interval.statement_presence,1,EX_CSC_dataset,FL-060701-EX_CSC_dataset,condition,control-flow,2,ScoreNormalizer_M3,ROR,13,False,"[14, 31]",sfl.ochiai,ScoreNormalizer
False,"[14, 18, 31]",aggregated.interval.statement_presence,2,EX_CSC_dataset,FL-060701-EX_CSC_dataset,condition,control-flow,3,ScoreNormalizer_M3,ROR,13,False,"[14, 28, 31]",sfl.ochiai,ScoreNormalizer
False,"[10, 11, 14, 18, 31]",aggregated.interval.statement_presence,3,EX_CSC_dataset,FL-060701-EX_CSC_dataset,condition,control-flow,5,ScoreNormalizer_M3,ROR,13,False,"[10, 11, 14, 28, 31]",sfl.ochiai,ScoreNormalizer
True,"[12, 14, 18]",aggregated.composite.condition_or_interval,1,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,3,ScoreNormalizer_M4,AOR,14,True,"[14, 28, 31]",sfl.ochiai,ScoreNormalizer
True,"[10, 11, 12, 13, 14, 18]",aggregated.composite.condition_or_interval,2,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,6,ScoreNormalizer_M4,AOR,14,True,"[10, 11, 12, 14, 28, 31]",sfl.ochiai,ScoreNormalizer
True,"[6, 10, 11, 12, 13, 14, 18, 31]",aggregated.composite.condition_or_interval,3,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,8,ScoreNormalizer_M4,AOR,14,True,"[10, 11, 12, 13, 14, 18, 28, 31]",sfl.ochiai,ScoreNormalizer
False,[12],aggregated.condition_node,1,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,1,ScoreNormalizer_M4,AOR,14,True,[14],sfl.ochiai,ScoreNormalizer
False,"[12, 13]",aggregated.condition_node,2,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,2,ScoreNormalizer_M4,AOR,14,True,"[14, 31]",sfl.ochiai,ScoreNormalizer
False,"[6, 12, 13]",aggregated.condition_node,3,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,3,ScoreNormalizer_M4,AOR,14,True,"[14, 28, 31]",sfl.ochiai,ScoreNormalizer
True,"[14, 18]",aggregated.interval.edge_divergence_gated,1,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,2,ScoreNormalizer_M4,AOR,14,True,"[14, 31]",sfl.ochiai,ScoreNormalizer
True,"[10, 11, 14, 18]",aggregated.interval.edge_divergence_gated,2,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,4,ScoreNormalizer_M4,AOR,14,True,"[10, 14, 28, 31]",sfl.ochiai,ScoreNormalizer
True,"[10, 11, 14, 18, 31]",aggregated.interval.edge_divergence_gated,3,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,5,ScoreNormalizer_M4,AOR,14,True,"[10, 11, 14, 28, 31]",sfl.ochiai,ScoreNormalizer
True,"[14, 18]",aggregated.interval.statement_presence,1,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,2,ScoreNormalizer_M4,AOR,14,True,"[14, 31]",sfl.ochiai,ScoreNormalizer
True,"[10, 11, 14, 18]",aggregated.interval.statement_presence,2,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,4,ScoreNormalizer_M4,AOR,14,True,"[10, 14, 28, 31]",sfl.ochiai,ScoreNormalizer
True,"[10, 11, 14, 18, 31]",aggregated.interval.statement_presence,3,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,5,ScoreNormalizer_M4,AOR,14,True,"[10, 11, 14, 28, 31]",sfl.ochiai,ScoreNormalizer
True,"[12, 16, 18]",aggregated.composite.condition_or_interval,1,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,3,ScoreNormalizer_M5,AOR,16,True,"[10, 16, 26]",sfl.ochiai,ScoreNormalizer
True,"[12, 13, 16, 18, 26]",aggregated.composite.condition_or_interval,2,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,5,ScoreNormalizer_M5,AOR,16,True,"[10, 11, 12, 16, 26]",sfl.ochiai,ScoreNormalizer
True,"[12, 13, 16, 18, 21, 26, 31]",aggregated.composite.condition_or_interval,3,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,7,ScoreNormalizer_M5,AOR,16,True,"[10, 11, 12, 13, 16, 18, 26]",sfl.ochiai,ScoreNormalizer
False,[12],aggregated.condition_node,1,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,1,ScoreNormalizer_M5,AOR,16,True,[16],sfl.ochiai,ScoreNormalizer
False,"[12, 13]",aggregated.condition_node,2,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,2,ScoreNormalizer_M5,AOR,16,True,"[16, 26]",sfl.ochiai,ScoreNormalizer
False,"[12, 13, 21]",aggregated.condition_node,3,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,3,ScoreNormalizer_M5,AOR,16,True,"[10, 16, 26]",sfl.ochiai,ScoreNormalizer
True,"[16, 18]",aggregated.interval.edge_divergence_gated,1,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,2,ScoreNormalizer_M5,AOR,16,True,"[16, 26]",sfl.ochiai,ScoreNormalizer
True,"[16, 18, 26]",aggregated.interval.edge_divergence_gated,2,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,3,ScoreNormalizer_M5,AOR,16,True,"[10, 16, 26]",sfl.ochiai,ScoreNormalizer
True,"[16, 18, 26, 31]",aggregated.interval.edge_divergence_gated,3,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,4,ScoreNormalizer_M5,AOR,16,True,"[10, 11, 16, 26]",sfl.ochiai,ScoreNormalizer
True,"[16, 18]",aggregated.interval.statement_presence,1,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,2,ScoreNormalizer_M5,AOR,16,True,"[16, 26]",sfl.ochiai,ScoreNormalizer
True,"[16, 18, 26]",aggregated.interval.statement_presence,2,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,3,ScoreNormalizer_M5,AOR,16,True,"[10, 16, 26]",sfl.ochiai,ScoreNormalizer
True,"[16, 18, 26, 31]",aggregated.interval.statement_presence,3,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,4,ScoreNormalizer_M5,AOR,16,True,"[10, 11, 16, 26]",sfl.ochiai,ScoreNormalizer
True,"[13, 14, 18]",aggregated.composite.condition_or_interval,1,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,3,ScoreNormalizer_M6,SUR,18,False,"[10, 28, 31]",sfl.ochiai,ScoreNormalizer
True,"[10, 11, 12, 13, 14, 18]",aggregated.composite.condition_or_interval,2,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,6,ScoreNormalizer_M6,SUR,18,False,"[10, 11, 12, 13, 28, 31]",sfl.ochiai,ScoreNormalizer
True,"[6, 10, 11, 12, 13, 14, 16, 18]",aggregated.composite.condition_or_interval,3,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,8,ScoreNormalizer_M6,SUR,18,True,"[10, 11, 12, 13, 18, 21, 28, 31]",sfl.ochiai,ScoreNormalizer
False,[13],aggregated.condition_node,1,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,1,ScoreNormalizer_M6,SUR,18,False,[31],sfl.ochiai,ScoreNormalizer
False,"[12, 13]",aggregated.condition_node,2,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,2,ScoreNormalizer_M6,SUR,18,False,"[28, 31]",sfl.ochiai,ScoreNormalizer
False,"[6, 12, 13]",aggregated.condition_node,3,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,3,ScoreNormalizer_M6,SUR,18,False,"[10, 28, 31]",sfl.ochiai,ScoreNormalizer
True,"[14, 18]",aggregated.interval.edge_divergence_gated,1,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,2,ScoreNormalizer_M6,SUR,18,False,"[28, 31]",sfl.ochiai,ScoreNormalizer
True,"[10, 11, 14, 18]",aggregated.interval.edge_divergence_gated,2,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,4,ScoreNormalizer_M6,SUR,18,False,"[10, 11, 28, 31]",sfl.ochiai,ScoreNormalizer
True,"[10, 11, 14, 16, 18]",aggregated.interval.edge_divergence_gated,3,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,5,ScoreNormalizer_M6,SUR,18,False,"[10, 11, 12, 28, 31]",sfl.ochiai,ScoreNormalizer
True,"[14, 18]",aggregated.interval.statement_presence,1,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,2,ScoreNormalizer_M6,SUR,18,False,"[28, 31]",sfl.ochiai,ScoreNormalizer
True,"[10, 11, 14, 18]",aggregated.interval.statement_presence,2,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,4,ScoreNormalizer_M6,SUR,18,False,"[10, 11, 28, 31]",sfl.ochiai,ScoreNormalizer
True,"[10, 11, 14, 16, 18]",aggregated.interval.statement_presence,3,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,5,ScoreNormalizer_M6,SUR,18,False,"[10, 11, 12, 28, 31]",sfl.ochiai,ScoreNormalizer
False,"[20, 40, 41, 42, 53]",aggregated.composite.condition_or_interval,1,EX_CSC_dataset,FL-060701-EX_CSC_dataset,condition,control-flow,5,SelectionSortFive_M1,ROR,5,True,"[3, 4, 5, 6, 11]",sfl.ochiai,SelectionSort
False,"[14, 19, 20, 28, 40, 41, 42, 53]",aggregated.composite.condition_or_interval,2,EX_CSC_dataset,FL-060701-EX_CSC_dataset,condition,control-flow,8,SelectionSortFive_M1,ROR,5,True,"[3, 4, 5, 6, 11, 16, 21, 26]",sfl.ochiai,SelectionSort
False,"[14, 19, 20, 22, 28, 40, 41, 42, 48, 49, 50, 53]",aggregated.composite.condition_or_interval,3,EX_CSC_dataset,FL-060701-EX_CSC_dataset,condition,control-flow,12,SelectionSortFive_M1,ROR,5,True,"[3, 4, 5, 6, 11, 16, 21, 26, 27, 32, 37, 42]",sfl.ochiai,SelectionSort
False,[20],aggregated.condition_node,1,EX_CSC_dataset,FL-060701-EX_CSC_dataset,condition,control-flow,1,SelectionSortFive_M1,ROR,5,False,[3],sfl.ochiai,SelectionSort
False,"[14, 20]",aggregated.condition_node,2,EX_CSC_dataset,FL-060701-EX_CSC_dataset,condition,control-flow,2,SelectionSortFive_M1,ROR,5,False,"[3, 4]",sfl.ochiai,SelectionSort
False,"[14, 20, 22]",aggregated.condition_node,3,EX_CSC_dataset,FL-060701-EX_CSC_dataset,condition,control-flow,3,SelectionSortFive_M1,ROR,5,True,"[3, 4, 5]",sfl.ochiai,SelectionSort
False,"[40, 41, 42, 53]",aggregated.interval.edge_divergence_gated,1,EX_CSC_dataset,FL-060701-EX_CSC_dataset,condition,control-flow,4,SelectionSortFive_M1,ROR,5,True,"[3, 4, 5, 6]",sfl.ochiai,SelectionSort
False,"[19, 28, 40, 41, 42, 53]",aggregated.interval.edge_divergence_gated,2,EX_CSC_dataset,FL-060701-EX_CSC_dataset,condition,control-flow,6,SelectionSortFive_M1,ROR,5,True,"[3, 4, 5, 6, 11, 16]",sfl.ochiai,SelectionSort
False,"[19, 28, 40, 41, 42, 48, 49, 50, 53]",aggregated.interval.edge_divergence_gated,3,EX_CSC_dataset,FL-060701-EX_CSC_dataset,condition,control-flow,9,SelectionSortFive_M1,ROR,5,True,"[3, 4, 5, 6, 11, 16, 21, 26, 27]",sfl.ochiai,SelectionSort
False,[53],aggregated.interval.statement_presence,1,EX_CSC_dataset,FL-060701-EX_CSC_dataset,condition,control-flow,1,SelectionSortFive_M1,ROR,5,False,[3],sfl.ochiai,SelectionSort
False,"[40, 41, 42, 53]",aggregated.interval.statement_presence,2,EX_CSC_dataset,FL-060701-EX_CSC_dataset,condition,control-flow,4,SelectionSortFive_M1,ROR,5,True,"[3, 4, 5, 6]",sfl.ochiai,SelectionSort
False,"[19, 28, 40, 41, 42, 53]",aggregated.interval.statement_presence,3,EX_CSC_dataset,FL-060701-EX_CSC_dataset,condition,control-flow,6,SelectionSortFive_M1,ROR,5,True,"[3, 4, 5, 6, 11, 16]",sfl.ochiai,SelectionSort
False,"[5, 19, 28]",aggregated.composite.condition_or_interval,1,EX_CSC_dataset,FL-060701-EX_CSC_dataset,condition,control-flow,3,SelectionSortFive_M2,ROR,35,False,"[3, 4, 5]",sfl.ochiai,SelectionSort
False,"[5, 8, 19, 25, 28]",aggregated.composite.condition_or_interval,2,EX_CSC_dataset,FL-060701-EX_CSC_dataset,condition,control-flow,5,SelectionSortFive_M2,ROR,35,False,"[3, 4, 5, 6, 11]",sfl.ochiai,SelectionSort
False,"[5, 8, 11, 19, 21, 25, 28]",aggregated.composite.condition_or_interval,3,EX_CSC_dataset,FL-060701-EX_CSC_dataset,condition,control-flow,7,SelectionSortFive_M2,ROR,35,False,"[3, 4, 5, 6, 11, 16, 21]",sfl.ochiai,SelectionSort
False,[5],aggregated.condition_node,1,EX_CSC_dataset,FL-060701-EX_CSC_dataset,condition,control-flow,1,SelectionSortFive_M2,ROR,35,False,[3],sfl.ochiai,SelectionSort
False,"[5, 8]",aggregated.condition_node,2,EX_CSC_dataset,FL-060701-EX_CSC_dataset,condition,control-flow,2,SelectionSortFive_M2,ROR,35,False,"[3, 4]",sfl.ochiai,SelectionSort
False,"[5, 8, 11]",aggregated.condition_node,3,EX_CSC_dataset,FL-060701-EX_CSC_dataset,condition,control-flow,3,SelectionSortFive_M2,ROR,35,False,"[3, 4, 5]",sfl.ochiai,SelectionSort
False,"[19, 28]",aggregated.interval.edge_divergence_gated,1,EX_CSC_dataset,FL-060701-EX_CSC_dataset,condition,control-flow,2,SelectionSortFive_M2,ROR,35,False,"[3, 4]",sfl.ochiai,SelectionSort
False,"[19, 25, 28]",aggregated.interval.edge_divergence_gated,2,EX_CSC_dataset,FL-060701-EX_CSC_dataset,condition,control-flow,3,SelectionSortFive_M2,ROR,35,False,"[3, 4, 5]",sfl.ochiai,SelectionSort
False,"[19, 21, 25, 28]",aggregated.interval.edge_divergence_gated,3,EX_CSC_dataset,FL-060701-EX_CSC_dataset,condition,control-flow,4,SelectionSortFive_M2,ROR,35,False,"[3, 4, 5, 6]",sfl.ochiai,SelectionSort
False,"[19, 28]",aggregated.interval.statement_presence,1,EX_CSC_dataset,FL-060701-EX_CSC_dataset,condition,control-flow,2,SelectionSortFive_M2,ROR,35,False,"[3, 4]",sfl.ochiai,SelectionSort
False,"[19, 28, 36]",aggregated.interval.statement_presence,2,EX_CSC_dataset,FL-060701-EX_CSC_dataset,condition,control-flow,3,SelectionSortFive_M2,ROR,35,False,"[3, 4, 5]",sfl.ochiai,SelectionSort
False,"[19, 25, 28, 36]",aggregated.interval.statement_presence,3,EX_CSC_dataset,FL-060701-EX_CSC_dataset,condition,control-flow,4,SelectionSortFive_M2,ROR,35,False,"[3, 4, 5, 6]",sfl.ochiai,SelectionSort
False,"[5, 19, 28]",aggregated.composite.condition_or_interval,1,EX_CSC_dataset,FL-060701-EX_CSC_dataset,condition,control-flow,3,SelectionSortFive_M3,ROR,72,False,"[44, 45, 46]",sfl.ochiai,SelectionSort
False,"[5, 8, 19, 21, 28]",aggregated.composite.condition_or_interval,2,EX_CSC_dataset,FL-060701-EX_CSC_dataset,condition,control-flow,5,SelectionSortFive_M3,ROR,72,False,"[3, 4, 44, 45, 46]",sfl.ochiai,SelectionSort
False,"[5, 8, 11, 19, 21, 23, 28]",aggregated.composite.condition_or_interval,3,EX_CSC_dataset,FL-060701-EX_CSC_dataset,condition,control-flow,7,SelectionSortFive_M3,ROR,72,False,"[3, 4, 5, 6, 44, 45, 46]",sfl.ochiai,SelectionSort
False,[5],aggregated.condition_node,1,EX_CSC_dataset,FL-060701-EX_CSC_dataset,condition,control-flow,1,SelectionSortFive_M3,ROR,72,False,[44],sfl.ochiai,SelectionSort
False,"[5, 8]",aggregated.condition_node,2,EX_CSC_dataset,FL-060701-EX_CSC_dataset,condition,control-flow,2,SelectionSortFive_M3,ROR,72,False,"[44, 45]",sfl.ochiai,SelectionSort
False,"[5, 8, 11]",aggregated.condition_node,3,EX_CSC_dataset,FL-060701-EX_CSC_dataset,condition,control-flow,3,SelectionSortFive_M3,ROR,72,False,"[44, 45, 46]",sfl.ochiai,SelectionSort
False,"[19, 28]",aggregated.interval.edge_divergence_gated,1,EX_CSC_dataset,FL-060701-EX_CSC_dataset,condition,control-flow,2,SelectionSortFive_M3,ROR,72,False,"[44, 45]",sfl.ochiai,SelectionSort
False,"[19, 21, 28]",aggregated.interval.edge_divergence_gated,2,EX_CSC_dataset,FL-060701-EX_CSC_dataset,condition,control-flow,3,SelectionSortFive_M3,ROR,72,False,"[44, 45, 46]",sfl.ochiai,SelectionSort
False,"[19, 21, 23, 28]",aggregated.interval.edge_divergence_gated,3,EX_CSC_dataset,FL-060701-EX_CSC_dataset,condition,control-flow,4,SelectionSortFive_M3,ROR,72,False,"[3, 44, 45, 46]",sfl.ochiai,SelectionSort
False,"[19, 28]",aggregated.interval.statement_presence,1,EX_CSC_dataset,FL-060701-EX_CSC_dataset,condition,control-flow,2,SelectionSortFive_M3,ROR,72,False,"[44, 45]",sfl.ochiai,SelectionSort
False,"[19, 21, 28]",aggregated.interval.statement_presence,2,EX_CSC_dataset,FL-060701-EX_CSC_dataset,condition,control-flow,3,SelectionSortFive_M3,ROR,72,False,"[44, 45, 46]",sfl.ochiai,SelectionSort
False,"[19, 21, 23, 28]",aggregated.interval.statement_presence,3,EX_CSC_dataset,FL-060701-EX_CSC_dataset,condition,control-flow,4,SelectionSortFive_M3,ROR,72,False,"[3, 44, 45, 46]",sfl.ochiai,SelectionSort
True,"[19, 28, 32]",aggregated.composite.condition_or_interval,1,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,3,SelectionSortFive_M4,SUR,19,False,"[33, 34, 35]",sfl.ochiai,SelectionSort
True,"[19, 28, 32, 43, 48, 49, 50, 53]",aggregated.composite.condition_or_interval,2,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,8,SelectionSortFive_M4,SUR,19,False,"[17, 18, 33, 34, 35, 44, 45, 46]",sfl.ochiai,SelectionSort
True,"[19, 28, 29, 32, 43, 44, 45, 46, 48, 49, 50, 53]",aggregated.composite.condition_or_interval,3,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,12,SelectionSortFive_M4,SUR,19,True,"[3, 4, 5, 17, 18, 19, 33, 34, 35, 44, 45, 46]",sfl.ochiai,SelectionSort
False,[32],aggregated.condition_node,1,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,1,SelectionSortFive_M4,SUR,19,False,[33],sfl.ochiai,SelectionSort
False,"[32, 43]",aggregated.condition_node,2,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,2,SelectionSortFive_M4,SUR,19,False,"[33, 34]",sfl.ochiai,SelectionSort
False,"[29, 32, 43]",aggregated.condition_node,3,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,3,SelectionSortFive_M4,SUR,19,False,"[33, 34, 35]",sfl.ochiai,SelectionSort
True,"[19, 28]",aggregated.interval.edge_divergence_gated,1,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,2,SelectionSortFive_M4,SUR,19,False,"[33, 34]",sfl.ochiai,SelectionSort
True,"[19, 28, 48, 49, 50, 53]",aggregated.interval.edge_divergence_gated,2,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,6,SelectionSortFive_M4,SUR,19,False,"[33, 34, 35, 44, 45, 46]",sfl.ochiai,SelectionSort
True,"[19, 28, 44, 45, 46, 48, 49, 50, 53]",aggregated.interval.edge_divergence_gated,3,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,9,SelectionSortFive_M4,SUR,19,True,"[17, 18, 19, 33, 34, 35, 44, 45, 46]",sfl.ochiai,SelectionSort
True,"[19, 28]",aggregated.interval.statement_presence,1,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,2,SelectionSortFive_M4,SUR,19,False,"[33, 34]",sfl.ochiai,SelectionSort
True,"[19, 28, 48, 49, 50, 53]",aggregated.interval.statement_presence,2,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,6,SelectionSortFive_M4,SUR,19,False,"[33, 34, 35, 44, 45, 46]",sfl.ochiai,SelectionSort
True,"[19, 28, 44, 45, 46, 48, 49, 50, 53]",aggregated.interval.statement_presence,3,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,9,SelectionSortFive_M4,SUR,19,True,"[17, 18, 19, 33, 34, 35, 44, 45, 46]",sfl.ochiai,SelectionSort
True,"[44, 45, 46, 53, 54]",aggregated.composite.condition_or_interval,1,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,5,SelectionSortFive_M5,SUR,45,False,"[3, 4, 5, 6, 11]",sfl.ochiai,SelectionSort
True,"[25, 28, 43, 44, 45, 46, 53, 54]",aggregated.composite.condition_or_interval,2,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,8,SelectionSortFive_M5,SUR,45,False,"[3, 4, 5, 6, 11, 16, 21, 26]",sfl.ochiai,SelectionSort
True,"[25, 28, 33, 39, 43, 44, 45, 46, 53, 54]",aggregated.composite.condition_or_interval,3,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,10,SelectionSortFive_M5,SUR,45,False,"[3, 4, 5, 6, 11, 16, 21, 26, 42, 43]",sfl.ochiai,SelectionSort
False,[54],aggregated.condition_node,1,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,1,SelectionSortFive_M5,SUR,45,False,[3],sfl.ochiai,SelectionSort
False,"[43, 54]",aggregated.condition_node,2,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,2,SelectionSortFive_M5,SUR,45,False,"[3, 4]",sfl.ochiai,SelectionSort
False,"[39, 43, 54]",aggregated.condition_node,3,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,3,SelectionSortFive_M5,SUR,45,False,"[3, 4, 5]",sfl.ochiai,SelectionSort
True,"[44, 45, 46, 53]",aggregated.interval.edge_divergence_gated,1,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,4,SelectionSortFive_M5,SUR,45,False,"[3, 4, 5, 6]",sfl.ochiai,SelectionSort
True,"[25, 28, 44, 45, 46, 53]",aggregated.interval.edge_divergence_gated,2,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,6,SelectionSortFive_M5,SUR,45,False,"[3, 4, 5, 6, 11, 16]",sfl.ochiai,SelectionSort
True,"[25, 28, 33, 44, 45, 46, 53]",aggregated.interval.edge_divergence_gated,3,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,7,SelectionSortFive_M5,SUR,45,False,"[3, 4, 5, 6, 11, 16, 21]",sfl.ochiai,SelectionSort
True,"[44, 45, 46, 53]",aggregated.interval.statement_presence,1,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,4,SelectionSortFive_M5,SUR,45,False,"[3, 4, 5, 6]",sfl.ochiai,SelectionSort
True,"[33, 44, 45, 46, 53]",aggregated.interval.statement_presence,2,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,5,SelectionSortFive_M5,SUR,45,False,"[3, 4, 5, 6, 11]",sfl.ochiai,SelectionSort
True,"[25, 28, 33, 44, 45, 46, 53]",aggregated.interval.statement_presence,3,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,7,SelectionSortFive_M5,SUR,45,False,"[3, 4, 5, 6, 11, 16, 21]",sfl.ochiai,SelectionSort
False,"[5, 48, 49, 50, 53]",aggregated.composite.condition_or_interval,1,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,5,SelectionSortFive_M6,SUR,64,False,"[22, 23, 24, 38, 39]",sfl.ochiai,SelectionSort
True,"[5, 48, 49, 50, 53, 54, 63, 64, 65]",aggregated.composite.condition_or_interval,2,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,9,SelectionSortFive_M6,SUR,64,False,"[3, 4, 5, 22, 23, 24, 38, 39, 40]",sfl.ochiai,SelectionSort
True,"[5, 39, 44, 45, 46, 48, 49, 50, 53, 54, 63, 64, 65]",aggregated.composite.condition_or_interval,3,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,13,SelectionSortFive_M6,SUR,64,False,"[3, 4, 5, 6, 11, 16, 21, 22, 23, 24, 38, 39, 40]",sfl.ochiai,SelectionSort
False,[5],aggregated.condition_node,1,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,1,SelectionSortFive_M6,SUR,64,False,[22],sfl.ochiai,SelectionSort
False,"[5, 54]",aggregated.condition_node,2,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,2,SelectionSortFive_M6,SUR,64,False,"[22, 23]",sfl.ochiai,SelectionSort
False,"[5, 39, 54]",aggregated.condition_node,3,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,3,SelectionSortFive_M6,SUR,64,False,"[22, 23, 24]",sfl.ochiai,SelectionSort
False,"[48, 49, 50, 53]",aggregated.interval.edge_divergence_gated,1,EX_CSC_dataset,FL-060701-EX_CSC_dataset,statement,data-flow,4,SelectionSortFive_M6,SUR,64,False,"[22, 23, 24, 38]",sfl.ochiai,SelectionSort
